# minimum duration: 100
# smoothing window: 30
# velocity threshold: 50
# dispersion threshold: 1
trl fix_id fdur sdur xpos ypos
12 10.00 171.00 15.00 11.83 -1.41
12 11.00 355.00 14.00 10.46 3.74
12 12.00 126.00 0.00 6.50 6.71
12 13.00 273.00 11.00 6.85 6.65
12 14.00 240.00 0.00 1.78 7.76
12 15.00 182.00 5.00 1.67 8.14
12 16.00 234.00 0.00 -2.34 7.64
12 17.00 148.00 14.00 -3.28 7.67
12 18.00 356.00 16.00 -6.75 4.47
12 19.00 144.00 nan -8.66 0.55
13 0.00 157.00 23.00 0.57 -1.29
13 1.00 155.00 56.00 -10.00 1.08
13 2.00 367.00 13.00 -9.07 3.12
13 3.00 359.00 15.00 -9.42 -2.35
13 4.00 246.00 0.00 -7.82 -8.22
13 5.00 128.00 8.00 -7.06 -8.43
13 6.00 366.00 9.00 -3.03 -11.71
13 7.00 171.00 0.00 0.79 -11.68
13 8.00 233.00 13.00 2.13 -11.57
13 9.00 348.00 13.00 7.75 -9.70
13 10.00 127.00 0.00 10.76 -5.49
13 11.00 192.00 14.00 10.69 -5.24
13 12.00 177.00 0.00 11.41 0.48
13 13.00 109.00 6.00 11.25 0.73
13 14.00 153.00 0.00 8.93 4.43
13 15.00 265.00 6.00 9.31 5.13
13 16.00 202.00 0.00 5.74 7.42
13 17.00 181.00 7.00 5.36 7.68
13 18.00 194.00 0.00 -0.04 8.65
13 19.00 247.00 14.00 -0.44 9.02
13 20.00 157.00 0.00 -4.55 6.84
13 21.00 200.00 13.00 -5.19 6.71
13 22.00 358.00 nan -8.58 3.53
14 0.00 159.00 20.00 0.42 -0.98
14 1.00 159.00 2.00 -9.38 0.47
14 2.00 183.00 0.00 -8.66 2.36
14 3.00 208.00 7.00 -8.49 2.79
14 4.00 204.00 0.00 -8.90 -1.28
14 5.00 362.00 11.00 -9.22 -1.97
14 6.00 348.00 nan -8.25 2.80
15 0.00 160.00 21.00 0.45 -1.04
15 1.00 156.00 0.00 -8.77 3.11
15 2.00 268.00 37.00 -8.04 3.64
15 3.00 190.00 0.00 -5.56 -11.02
15 4.00 230.00 28.00 -4.95 -11.16
15 5.00 108.00 0.00 9.38 -7.60
15 6.00 311.00 33.00 9.73 -7.09
15 7.00 152.00 0.00 7.34 4.87
15 8.00 513.00 nan 6.78 6.76
16 0.00 148.00 0.00 -7.27 3.64
16 1.00 265.00 17.00 -7.80 4.27
16 2.00 159.00 0.00 -8.58 -3.33
16 3.00 220.00 17.00 -8.76 -3.51
16 4.00 236.00 0.00 -5.15 -10.23
16 5.00 167.00 15.00 -4.61 -10.43
16 6.00 325.00 19.00 2.52 -11.55
16 7.00 201.00 0.00 9.23 -7.79
16 8.00 189.00 17.00 9.48 -7.18
16 9.00 254.00 24.00 10.66 0.73
16 10.00 339.00 18.00 6.49 7.13
16 11.00 227.00 0.00 -0.86 8.13
16 12.00 120.00 nan -1.42 8.46
17 0.00 146.00 21.00 0.48 -1.39
17 1.00 159.00 0.00 -8.86 1.81
17 2.00 298.00 9.00 -8.60 2.63
17 3.00 329.00 12.00 -9.38 -2.13
17 4.00 177.00 0.00 -8.03 -7.07
17 5.00 208.00 13.00 -7.50 -7.94
17 6.00 404.00 11.00 -3.41 -11.56
17 7.00 308.00 16.00 1.66 -11.91
17 8.00 201.00 105.00 7.13 -10.15
17 9.00 182.00 0.00 10.90 -5.21
17 10.00 156.00 10.00 10.57 -5.35
17 11.00 329.00 19.00 10.83 -0.26
17 12.00 161.00 0.00 9.99 4.04
17 13.00 254.00 12.00 9.44 4.62
17 14.00 363.00 7.00 5.38 7.38
17 15.00 134.00 0.00 1.14 8.04
17 16.00 213.00 13.00 0.48 8.11
17 17.00 166.00 0.00 -4.74 6.61
17 18.00 201.00 11.00 -5.01 6.62
17 19.00 222.00 0.00 -7.78 3.41
17 20.00 129.00 nan -8.40 3.07
18 0.00 162.00 17.00 -0.01 -1.28
18 1.00 127.00 15.00 -7.61 0.01
18 2.00 162.00 0.00 -5.05 5.19
18 3.00 210.00 29.00 -5.12 6.49
18 4.00 207.00 0.00 -6.96 -7.73
18 5.00 181.00 26.00 -7.67 -8.00
18 6.00 152.00 0.00 5.50 -10.58
18 7.00 375.00 34.00 6.80 -10.28
18 8.00 152.00 nan 10.11 2.09
19 0.00 155.00 21.00 -0.19 -1.19
19 1.00 112.00 2.00 -9.96 1.79
19 2.00 176.00 0.00 -10.20 -1.45
19 3.00 190.00 16.00 -10.17 -1.50
19 4.00 190.00 0.00 -7.13 -9.38
19 5.00 301.00 13.00 -6.58 -9.86
19 6.00 195.00 nan -0.96 -12.23
20 0.00 159.00 21.00 0.07 -1.06
20 1.00 178.00 0.00 -9.34 2.93
20 2.00 295.00 31.00 -8.73 3.05
20 3.00 186.00 0.00 -5.21 -11.00
20 4.00 285.00 33.00 -4.45 -11.43
20 5.00 273.00 80.00 10.07 -5.89
20 6.00 247.00 0.00 4.93 7.29
20 7.00 277.00 31.00 5.43 7.38
20 8.00 118.00 nan -7.78 3.37
21 0.00 154.00 25.00 0.37 -1.71
21 1.00 138.00 0.00 -7.94 5.05
21 2.00 309.00 32.00 -6.68 5.41
21 3.00 391.00 30.00 -6.77 -9.94
21 4.00 280.00 0.00 8.34 -9.22
21 5.00 173.00 27.00 8.35 -8.73
21 6.00 146.00 0.00 7.76 3.78
21 7.00 214.00 32.00 8.38 5.71
21 8.00 217.00 nan -6.19 5.37
22 0.00 166.00 23.00 0.22 -0.83
22 1.00 152.00 0.00 -6.01 7.02
22 2.00 275.00 32.00 -5.45 6.93
22 3.00 129.00 0.00 -7.36 -8.56
22 4.00 225.00 30.00 -7.45 -8.70
22 5.00 314.00 46.00 6.86 -9.94
22 6.00 159.00 0.00 8.35 5.68
22 7.00 546.00 nan 8.96 4.86
23 0.00 153.00 22.00 0.25 -1.24
23 1.00 359.00 21.00 -9.13 2.31
23 2.00 323.00 18.00 -8.37 -6.47
23 3.00 169.00 0.00 -3.86 -11.11
23 4.00 237.00 16.00 -3.01 -11.54
23 5.00 281.00 22.00 5.30 -11.03
23 6.00 385.00 27.00 10.66 -5.81
23 7.00 158.00 0.00 10.79 1.25
23 8.00 167.00 15.00 10.28 2.50
23 9.00 169.00 0.00 5.53 6.16
23 10.00 205.00 20.00 5.09 7.36
23 11.00 185.00 0.00 -2.67 6.74
23 12.00 170.00 22.00 -3.00 6.95
23 13.00 109.00 0.00 -8.18 2.11
23 14.00 254.00 nan -8.55 2.27
24 0.00 161.00 0.00 -8.10 3.11
24 1.00 239.00 31.00 -7.98 3.81
24 2.00 174.00 0.00 -6.23 -10.82
24 3.00 289.00 30.00 -5.32 -10.86
24 4.00 215.00 0.00 9.31 -8.09
24 5.00 481.00 37.00 9.58 -7.24
24 6.00 129.00 nan 5.09 4.75
25 0.00 157.00 21.00 -0.60 -1.48
25 1.00 172.00 0.00 -9.89 1.28
25 2.00 307.00 12.00 -9.49 0.54
25 3.00 374.00 12.00 -8.54 -5.65
25 4.00 354.00 13.00 -5.76 -10.08
25 5.00 370.00 13.00 -1.47 -11.96
25 6.00 317.00 11.00 4.33 -11.28
25 7.00 371.00 17.00 8.50 -8.49
25 8.00 204.00 0.00 10.47 -3.86
25 9.00 156.00 11.00 10.93 -2.76
25 10.00 172.00 0.00 9.87 1.91
25 11.00 154.00 9.00 10.26 1.88
25 12.00 227.00 0.00 7.14 5.05
25 13.00 148.00 6.00 7.42 5.56
25 14.00 196.00 0.00 2.82 7.18
25 15.00 123.00 11.00 2.60 7.40
25 16.00 218.00 110.00 -2.48 7.60
25 17.00 311.00 19.00 -6.86 4.73
25 18.00 382.00 nan -9.57 0.44
26 0.00 156.00 20.00 -0.05 -1.37
26 1.00 149.00 0.00 -9.45 0.86
26 2.00 301.00 18.00 -9.47 -0.37
26 3.00 195.00 0.00 -7.79 -9.16
26 4.00 241.00 11.00 -7.57 -9.12
26 5.00 162.00 0.00 -2.42 -11.46
26 6.00 444.00 20.00 -0.98 -12.08
26 7.00 300.00 0.00 7.13 -9.61
26 8.00 146.00 19.00 7.76 -9.45
26 9.00 198.00 0.00 11.62 -2.76
26 10.00 212.00 18.00 11.16 -1.96
26 11.00 223.00 0.00 9.28 5.12
26 12.00 257.00 18.00 8.84 4.81
26 13.00 377.00 27.00 2.17 8.10
26 14.00 385.00 38.00 -5.74 5.62
26 15.00 211.00 nan -9.20 -0.07
27 0.00 157.00 21.00 0.37 -1.41
27 1.00 545.00 14.00 -9.73 0.17
27 2.00 259.00 0.00 -8.95 -4.91
27 3.00 220.00 12.00 -8.65 -5.55
27 4.00 485.00 10.00 -6.17 -10.29
27 5.00 405.00 13.00 -1.55 -11.94
27 6.00 371.00 16.00 4.39 -11.35
27 7.00 349.00 80.00 8.90 -8.49
27 8.00 392.00 31.00 11.39 -3.29
27 9.00 367.00 14.00 10.27 2.48
27 10.00 170.00 0.00 7.31 5.06
27 11.00 584.00 8.00 7.55 6.09
27 12.00 123.00 nan 2.94 7.51
28 0.00 161.00 21.00 0.27 -1.46
28 1.00 190.00 0.00 -9.24 2.43
28 2.00 219.00 31.00 -8.38 2.57
28 3.00 170.00 0.00 -4.25 -11.30
28 4.00 233.00 30.00 -3.20 -11.47
28 5.00 367.00 30.00 10.87 -4.76
28 6.00 156.00 0.00 5.35 8.14
28 7.00 393.00 nan 5.64 7.36
29 0.00 164.00 21.00 0.88 -0.98
29 1.00 168.00 0.00 -9.03 1.29
29 2.00 263.00 10.00 -8.42 2.05
29 3.00 353.00 13.00 -8.61 -2.81
29 4.00 251.00 0.00 -6.33 -8.84
29 5.00 122.00 6.00 -6.55 -8.82
29 6.00 310.00 11.00 -2.80 -11.14
29 7.00 292.00 12.00 2.92 -10.93
29 8.00 187.00 0.00 7.76 -8.74
29 9.00 101.00 11.00 7.96 -8.46
29 10.00 289.00 14.00 10.88 -4.47
29 11.00 161.00 0.00 11.24 0.23
29 12.00 175.00 9.00 11.09 1.30
29 13.00 259.00 15.00 9.29 5.08
29 14.00 281.00 9.00 4.71 7.69
29 15.00 124.00 0.00 1.01 8.17
29 16.00 156.00 8.00 0.17 8.39
29 17.00 123.00 0.00 4.94 7.49
29 18.00 414.00 nan 5.32 7.59
30 0.00 155.00 21.00 0.13 -1.45
30 1.00 137.00 1.00 -10.29 -1.49
30 2.00 314.00 30.00 -9.92 -3.59
30 3.00 154.00 0.00 0.36 -12.02
30 4.00 313.00 38.00 2.06 -12.17
30 5.00 173.00 0.00 11.34 0.47
30 6.00 370.00 nan 10.50 0.68
31 0.00 174.00 5.00 -5.01 -1.70
31 1.00 121.00 0.00 -8.66 0.35
31 2.00 307.00 16.00 -8.15 1.64
31 3.00 212.00 0.00 -8.20 -5.25
31 4.00 145.00 17.00 -8.60 -5.47
31 5.00 356.00 17.00 -3.85 -11.87
31 6.00 381.00 0.00 3.87 -11.71
31 7.00 211.00 16.00 4.36 -11.46
31 8.00 103.00 nan -3.12 -11.67
32 0.00 158.00 20.00 0.31 -1.34
32 1.00 129.00 0.00 -8.19 2.36
32 2.00 298.00 36.00 -8.45 2.50
32 3.00 175.00 0.00 -4.07 -11.80
32 4.00 270.00 30.00 -3.79 -11.99
32 5.00 135.00 0.00 10.50 -6.61
32 6.00 171.00 42.00 10.32 -6.41
32 7.00 143.00 0.00 4.29 7.96
32 8.00 217.00 nan 4.86 7.20
33 0.00 165.00 18.00 -0.26 -1.51
33 1.00 140.00 2.00 -9.53 0.59
33 2.00 190.00 0.00 -9.80 -2.03
33 3.00 147.00 18.00 -9.88 -2.21
33 4.00 277.00 0.00 -6.63 -10.22
33 5.00 156.00 14.00 -6.21 -10.18
33 6.00 176.00 0.00 1.30 -12.14
33 7.00 309.00 19.00 1.11 -11.91
33 8.00 343.00 37.00 8.86 -8.79
33 9.00 420.00 17.00 11.10 -0.93
33 10.00 159.00 0.00 6.86 4.79
33 11.00 239.00 20.00 7.63 5.34
33 12.00 167.00 0.00 -1.08 7.35
33 13.00 323.00 22.00 -0.46 7.71
33 14.00 171.00 0.00 -6.19 3.77
33 15.00 293.00 nan -7.29 4.13
34 0.00 163.00 22.00 0.08 -1.89
34 1.00 434.00 10.00 -9.93 0.15
34 2.00 361.00 12.00 -9.26 -5.67
34 3.00 338.00 10.00 -6.49 -10.23
34 4.00 293.00 11.00 -2.00 -12.25
34 5.00 227.00 15.00 3.80 -11.47
34 6.00 276.00 15.00 8.66 -8.88
34 7.00 249.00 21.00 10.83 -3.67
34 8.00 266.00 9.00 10.22 1.74
34 9.00 138.00 0.00 10.81 -2.58
34 10.00 348.00 10.00 11.02 -3.17
34 11.00 115.00 nan 9.82 -7.29
35 0.00 161.00 21.00 -0.07 -1.41
35 1.00 379.00 18.00 -9.65 0.53
35 2.00 165.00 0.00 -7.88 -7.10
35 3.00 234.00 20.00 -7.56 -8.22
35 4.00 365.00 19.00 -1.50 -12.30
35 5.00 219.00 0.00 6.61 -10.43
35 6.00 206.00 20.00 7.21 -9.84
35 7.00 357.00 22.00 11.83 -2.72
35 8.00 189.00 0.00 9.59 4.66
35 9.00 200.00 17.00 9.96 4.35
35 10.00 136.00 0.00 2.83 7.88
35 11.00 227.00 15.00 2.92 8.07
35 12.00 152.00 0.00 -3.80 6.20
35 13.00 206.00 24.00 -4.70 6.21
35 14.00 186.00 nan -8.70 0.43
36 0.00 168.00 19.00 0.19 -1.43
36 1.00 191.00 0.00 -9.75 0.37
36 2.00 219.00 0.00 -9.46 -1.90
36 3.00 222.00 13.00 -9.46 -2.74
36 4.00 359.00 13.00 -7.67 -8.69
36 5.00 283.00 0.00 -3.95 -11.45
36 6.00 474.00 nan -3.28 -11.47
37 0.00 167.00 21.00 0.01 -2.04
37 1.00 145.00 0.00 -9.86 0.81
37 2.00 255.00 20.00 -9.21 1.70
37 3.00 597.00 nan -8.60 -6.08
38 0.00 160.00 22.00 0.58 -1.39
38 1.00 138.00 0.00 -9.52 -2.01
38 2.00 315.00 32.00 -9.29 -3.93
38 3.00 152.00 0.00 2.07 -11.35
38 4.00 257.00 30.00 2.95 -11.83
38 5.00 149.00 0.00 11.45 -0.26
38 6.00 289.00 31.00 10.64 0.82
38 7.00 488.00 nan -1.52 8.26
39 0.00 166.00 20.00 0.40 -1.37
39 1.00 131.00 32.00 -9.64 -0.20
39 2.00 127.00 0.00 -9.13 -1.90
39 3.00 321.00 12.00 -9.61 -3.31
39 4.00 377.00 12.00 -7.14 -9.28
39 5.00 318.00 13.00 -3.07 -11.89
39 6.00 257.00 103.00 2.80 -11.84
39 7.00 288.00 16.00 7.14 -10.11
39 8.00 243.00 8.00 10.00 -5.90
39 9.00 157.00 5.00 10.88 -3.09
39 10.00 271.00 12.00 10.66 -0.15
39 11.00 150.00 0.00 8.41 3.20
39 12.00 263.00 8.00 9.00 4.31
39 13.00 197.00 0.00 5.90 6.65
39 14.00 256.00 12.00 4.87 7.10
39 15.00 326.00 21.00 -0.34 7.77
39 16.00 417.00 15.00 -5.54 5.73
39 17.00 191.00 0.00 -8.19 2.30
39 18.00 176.00 10.00 -8.84 2.10
39 19.00 450.00 22.00 -5.96 5.38
39 20.00 357.00 nan -8.61 2.11
40 0.00 135.00 21.00 0.20 -1.90
40 1.00 408.00 15.00 -9.33 -0.01
40 2.00 240.00 0.00 -8.19 -7.77
40 3.00 170.00 16.00 -7.87 -8.01
40 4.00 332.00 23.00 -2.01 -12.09
40 5.00 384.00 nan 6.54 -10.18
41 0.00 166.00 24.00 0.30 -2.10
41 1.00 143.00 0.00 -9.55 3.05
41 2.00 360.00 36.00 -8.72 2.49
41 3.00 129.00 0.00 -4.85 -11.88
41 4.00 545.00 33.00 -4.14 -11.94
41 5.00 170.00 0.00 9.73 -5.67
41 6.00 202.00 nan 10.57 -5.54
42 0.00 174.00 24.00 0.57 -1.71
42 1.00 145.00 0.00 -6.45 5.10
42 2.00 340.00 29.00 -5.75 5.80
42 3.00 108.00 16.00 -6.06 -8.20
42 4.00 313.00 31.00 -6.99 -9.13
42 5.00 101.00 0.00 7.43 -9.98
42 6.00 493.00 36.00 7.34 -9.84
42 7.00 156.00 nan 9.00 4.22
43 0.00 161.00 110.00 -0.02 -2.16
43 1.00 163.00 0.00 -8.09 -6.90
43 2.00 210.00 27.00 -8.44 -7.37
43 3.00 176.00 0.00 4.49 -11.13
43 4.00 412.00 33.00 5.64 -10.82
43 5.00 240.00 nan -8.27 -7.56
44 0.00 161.00 21.00 0.18 -1.29
44 1.00 138.00 1.00 -7.58 2.77
44 2.00 349.00 32.00 -7.06 4.27
44 3.00 138.00 30.00 -6.18 -8.52
44 4.00 252.00 26.00 -6.06 -10.35
44 5.00 155.00 1.00 5.88 -9.32
44 6.00 251.00 0.00 8.10 -8.55
44 7.00 157.00 41.00 7.24 -8.28
44 8.00 138.00 0.00 6.17 7.18
44 9.00 167.00 0.00 7.17 6.06
44 10.00 395.00 27.00 5.93 5.53
44 11.00 103.00 nan -6.44 4.20
45 0.00 150.00 22.00 -0.06 -2.08
45 1.00 441.00 22.00 -9.36 1.65
45 2.00 177.00 0.00 -8.45 -8.21
45 3.00 264.00 14.00 -8.57 -7.64
45 4.00 610.00 nan -3.08 -12.31
46 0.00 103.00 12.00 -4.69 -2.65
46 1.00 107.00 44.00 -9.77 -0.94
46 2.00 326.00 20.00 -9.67 -2.10
46 3.00 330.00 13.00 -6.80 -10.47
46 4.00 206.00 0.00 -0.40 -12.26
46 5.00 135.00 16.00 -0.17 -12.10
46 6.00 308.00 29.00 8.53 -9.37
46 7.00 324.00 19.00 11.25 -1.96
46 8.00 210.00 0.00 8.42 4.25
46 9.00 148.00 15.00 8.62 4.92
46 10.00 408.00 0.00 1.20 7.05
46 11.00 192.00 nan 1.27 7.76
47 0.00 160.00 21.00 0.26 -1.72
47 1.00 115.00 0.00 -9.39 0.54
47 2.00 604.00 35.00 -9.56 0.42
47 3.00 193.00 0.00 -2.29 -11.76
47 4.00 478.00 32.00 -1.88 -12.04
47 5.00 102.00 nan 11.15 -4.01
48 0.00 154.00 22.00 0.25 -2.22
48 1.00 159.00 0.00 -9.82 -0.35
48 2.00 369.00 12.00 -10.06 -1.70
48 3.00 430.00 11.00 -8.73 -7.78
48 4.00 338.00 9.00 -4.82 -11.53
48 5.00 264.00 0.00 -0.26 -12.23
48 6.00 142.00 6.00 -0.04 -12.14
48 7.00 154.00 0.00 5.04 -11.47
48 8.00 292.00 16.00 6.39 -10.60
48 9.00 183.00 0.00 10.40 -7.14
48 10.00 239.00 11.00 10.35 -6.90
48 11.00 186.00 0.00 11.72 -2.43
48 12.00 251.00 13.00 11.16 -1.75
48 13.00 194.00 0.00 9.53 2.68
48 14.00 256.00 8.00 9.86 2.95
48 15.00 142.00 0.00 6.64 5.02
48 16.00 227.00 8.00 6.15 5.22
48 17.00 139.00 0.00 1.71 6.31
48 18.00 323.00 15.00 0.65 6.96
48 19.00 161.00 0.00 -3.87 6.38
48 20.00 220.00 16.00 -4.58 6.44
48 21.00 358.00 15.00 -8.83 3.27
48 22.00 168.00 nan -10.39 -0.68
49 0.00 176.00 111.00 0.04 -2.33
49 1.00 130.00 0.00 -7.93 -7.14
49 2.00 341.00 29.00 -8.48 -8.30
49 3.00 155.00 0.00 4.30 -11.17
49 4.00 440.00 37.00 5.76 -11.06
49 5.00 429.00 34.00 9.93 3.00
49 6.00 434.00 50.00 -4.70 5.80
49 7.00 113.00 nan -8.51 -8.53
50 0.00 174.00 18.00 0.21 -2.54
50 1.00 176.00 16.00 -7.42 -2.47
50 2.00 243.00 0.00 -6.76 -10.80
50 3.00 178.00 26.00 -6.18 -10.59
50 4.00 208.00 0.00 8.16 -9.41
50 5.00 399.00 nan 8.66 -8.92
51 0.00 170.00 23.00 0.05 -1.83
51 1.00 178.00 0.00 -9.65 0.44
51 2.00 250.00 9.00 -9.26 0.94
51 3.00 186.00 0.00 -9.46 -3.52
51 4.00 194.00 11.00 -9.35 -4.14
51 5.00 373.00 12.00 -6.83 -9.97
51 6.00 358.00 9.00 -2.61 -12.20
51 7.00 287.00 11.00 2.51 -11.82
51 8.00 289.00 10.00 7.84 -9.55
51 9.00 210.00 4.00 10.63 -6.79
51 10.00 109.00 nan 8.83 -7.99
52 0.00 166.00 23.00 0.03 -1.98
52 1.00 172.00 0.00 -10.28 1.27
52 2.00 406.00 15.00 -9.77 -0.03
52 3.00 335.00 11.00 -8.92 -6.42
52 4.00 228.00 6.00 -6.10 -10.08
52 5.00 103.00 4.00 -3.56 -11.46
52 6.00 307.00 13.00 -0.94 -12.11
52 7.00 271.00 12.00 5.07 -11.28
52 8.00 251.00 7.00 9.31 -8.71
52 9.00 143.00 8.00 10.63 -5.78
52 10.00 321.00 24.00 11.36 -2.97
52 11.00 139.00 0.00 10.67 3.68
52 12.00 225.00 10.00 10.84 2.85
52 13.00 147.00 0.00 7.77 5.60
52 14.00 187.00 7.00 7.47 5.61
52 15.00 132.00 0.00 3.00 7.51
52 16.00 195.00 12.00 2.31 7.73
52 17.00 257.00 47.00 -2.77 7.45
52 18.00 306.00 23.00 -7.09 4.58
52 19.00 229.00 nan -9.56 0.27
53 0.00 153.00 20.00 0.14 -1.15
53 1.00 149.00 0.00 -9.50 -0.28
53 2.00 250.00 32.00 -9.18 -1.50
53 3.00 167.00 0.00 -0.50 -11.93
53 4.00 322.00 28.00 0.25 -11.96
53 5.00 211.00 0.00 10.39 -1.89
53 6.00 175.00 28.00 10.94 -1.54
53 7.00 183.00 0.00 0.95 7.71
53 8.00 208.00 34.00 0.49 7.85
53 9.00 130.00 nan -8.92 -3.15
54 0.00 167.00 18.00 -0.05 -1.29
54 1.00 175.00 0.00 -9.31 -0.04
54 2.00 258.00 21.00 -9.54 -0.99
54 3.00 190.00 0.00 -7.37 -9.64
54 4.00 303.00 14.00 -6.90 -9.49
54 5.00 218.00 0.00 -1.07 -12.54
54 6.00 190.00 17.00 -0.33 -12.20
54 7.00 379.00 20.00 8.11 -9.83
54 8.00 157.00 0.00 10.85 -3.32
54 9.00 204.00 22.00 11.18 -2.03
54 10.00 391.00 18.00 8.63 4.46
54 11.00 388.00 26.00 1.13 8.19
54 12.00 359.00 29.00 -5.90 5.05
54 13.00 100.00 nan -9.47 -0.97
55 0.00 163.00 20.00 0.27 -1.22
55 1.00 197.00 0.00 -10.25 -0.42
