trl_n curr_stim_level search nitems curr_target
113 2 1 12 2
114 2 1 4 1
115 2 0 8 1
116 2 1 8 1
117 2 0 8 2
118 2 1 12 2
119 2 1 12 2
120 2 0 8 1
121 1 1 12 2
122 1 1 4 2
123 1 0 4 2
124 1 1 12 1
125 1 0 4 2
126 1 1 4 1
127 1 0 8 1
128 1 0 8 1
129 1 1 4 2
130 1 1 4 1
131 1 1 12 2
132 1 1 8 2
133 1 1 12 1
134 1 0 12 2
135 1 0 4 1
136 1 0 12 1
137 1 1 4 2
138 1 0 12 1
139 1 1 4 1
140 1 1 8 1
141 1 1 12 2
142 1 1 8 2
143 1 0 8 2
144 1 1 4 1
145 1 0 12 2
146 1 1 12 2
147 1 0 12 1
148 1 1 12 1
149 1 1 8 1
150 1 1 12 2
151 1 1 8 1
152 1 1 12 2
153 1 1 4 2
154 1 1 8 1
155 1 1 12 1
156 1 0 12 2
157 1 0 12 2
158 1 0 4 2
159 1 1 4 2
160 1 0 12 2
161 1 0 8 2
162 1 1 12 2
163 1 1 4 2
164 1 1 12 2
165 1 0 4 1
166 1 0 8 2
167 1 1 12 2
168 1 0 8 2
169 1 0 8 1
170 1 1 12 2
171 1 0 8 2
172 1 0 8 2
173 1 1 8 2
174 1 1 4 2
175 1 0 8 2
176 1 1 4 2
177 1 1 12 1
178 1 0 8 1
179 1 0 12 2
180 1 1 12 1
181 1 1 8 2
182 1 0 4 1
183 1 1 8 2
184 1 0 4 2
185 1 1 12 1
186 1 0 12 1
187 1 0 12 1
188 1 0 4 1
189 1 0 12 1
190 1 0 12 1
191 1 0 4 1
192 1 0 8 2
193 1 0 12 2
194 1 0 4 2
195 1 1 8 1
196 1 1 8 1
197 1 1 8 1
198 1 0 8 1
199 1 1 8 2
200 1 0 8 1
201 1 0 12 2
202 1 1 8 1
203 1 1 8 1
204 1 1 4 1
205 1 0 8 2
206 1 0 4 2
207 1 0 8 1
208 1 0 8 2
209 1 1 4 1
210 1 0 12 1
211 1 0 4 2
212 1 0 12 1
213 1 0 4 1
214 1 1 4 1
215 1 1 4 1
216 1 0 4 1
217 1 0 8 1
218 1 1 4 1
219 1 0 4 2
220 1 0 12 2
221 1 1 8 2
222 1 0 4 1
223 1 0 4 2
224 1 0 4 1
225 1 1 12 1
226 1 0 12 2
227 1 0 12 1
228 1 1 4 1
229 1 1 4 2
230 1 1 12 1
231 1 0 4 1
232 1 1 8 2
233 1 1 8 2
234 1 0 4 2
235 1 1 8 1
236 1 1 8 2
237 1 1 12 1
238 1 0 8 1
239 1 1 4 2
240 1 0 8 1
241 3 0 4 2
242 3 1 12 2
243 3 1 8 2
244 3 0 12 2
245 3 0 4 1
246 3 0 8 1
247 3 1 8 1
248 3 1 12 1
249 3 0 8 2
250 3 0 4 1
251 3 0 8 2
252 3 0 12 1
253 3 0 12 1
254 3 0 8 1
255 3 1 12 2
256 3 1 8 1
257 3 1 8 1
258 3 0 8 2
259 3 0 8 1
260 3 0 4 2
261 3 1 4 1
262 3 1 8 1
263 3 1 4 2
264 3 1 8 1
265 3 0 12 2
266 3 0 12 2
267 3 0 4 1
268 3 1 12 2
269 3 1 4 1
270 3 1 12 1
271 3 0 12 2
272 3 1 12 1
273 3 1 12 1
274 3 0 8 1
275 3 0 12 1
276 3 0 12 1
277 3 1 8 2
278 3 0 8 1
279 3 0 8 2
280 3 0 8 1
281 3 0 12 2
282 3 0 8 2
283 3 1 4 1
284 3 1 4 1
285 3 0 12 2
286 3 1 4 2
287 3 1 12 2
288 3 0 4 1
289 3 0 4 2
290 3 0 4 2
291 3 0 4 2
292 3 1 4 2
293 3 0 12 1
294 3 1 8 1
295 3 1 4 1
296 3 1 4 1
297 3 1 12 1
298 3 0 8 2
299 3 1 8 1
300 3 0 12 1
301 3 1 4 2
302 3 0 8 1
303 3 0 4 1
304 3 1 4 1
305 3 1 8 1
306 3 1 4 2
307 3 0 12 2
308 3 1 12 1
309 3 1 4 1
310 3 1 4 2
311 3 0 4 2
312 3 1 8 1
313 3 1 12 2
314 3 1 12 1
315 3 1 12 1
316 3 1 12 1
317 3 1 8 1
318 3 1 4 1
319 3 1 4 1
320 3 0 4 2
321 3 1 12 2
322 3 1 12 2
323 3 0 8 1
324 3 1 12 2
325 3 1 4 2
326 3 0 12 1
327 3 0 4 1
328 3 1 4 2
329 3 0 12 2
330 3 0 4 1
331 3 0 8 2
332 3 0 4 1
333 3 0 12 2
334 3 0 8 1
335 3 1 4 2
336 3 0 4 2
337 3 1 8 2
338 3 0 4 1
339 3 1 8 2
340 3 1 8 2
341 3 1 12 1
342 3 0 12 1
343 3 0 12 1
344 3 0 8 2
345 3 1 8 2
346 3 1 8 2
347 3 0 12 2
348 3 1 8 2
349 3 0 4 2
350 3 0 8 2
351 3 1 8 2
352 3 0 8 2
353 3 0 8 1
354 3 1 12 2
355 3 1 12 2
356 3 1 8 2
357 3 0 4 1
358 3 0 12 1
359 3 0 4 2
360 3 1 4 2
361 0 1 8 1
362 0 1 4 2
363 0 1 8 1
364 0 0 12 1
365 0 0 4 1
366 0 1 8 2
367 0 1 4 1
368 0 1 4 1
369 0 0 8 1
370 0 0 12 2
371 0 1 12 2
372 0 1 12 2
373 0 0 4 1
374 0 1 8 1
375 0 1 8 2
376 0 1 12 2
377 0 0 4 1
378 0 0 12 2
379 0 0 4 2
380 0 1 8 1
381 0 0 12 2
382 0 0 4 2
383 0 1 12 1
384 0 0 12 2
385 0 0 8 2
386 0 0 4 1
387 0 1 8 1
388 0 1 4 2
389 0 1 4 1
390 0 1 12 1
391 0 0 8 2
392 0 0 8 1
393 0 1 8 2
394 0 0 8 1
395 0 0 12 1
396 0 0 8 1
397 0 0 4 2
398 0 0 12 1
399 0 1 4 2
400 0 1 4 1
401 0 0 4 1
402 0 0 4 2
403 0 1 8 2
404 0 1 8 2
405 0 0 8 1
406 0 1 4 1
407 0 1 4 2
408 0 0 8 2
409 0 1 8 1
410 0 1 12 1
411 0 1 12 1
412 0 0 8 2
413 0 0 4 2
414 0 0 12 2
415 0 0 12 2
416 0 0 8 2
417 0 1 8 2
418 0 0 8 1
419 0 0 4 2
420 0 0 8 1
421 0 0 4 1
422 0 1 4 1
423 0 1 12 2
424 0 0 12 1
425 0 1 8 1
426 0 0 8 1
427 0 0 12 1
428 0 1 4 1
429 0 0 8 2
430 0 0 8 1
431 0 1 4 2
432 0 0 4 2
433 0 1 12 2
434 0 1 8 1
435 0 1 12 1
436 0 0 8 2
437 0 1 12 2
438 0 0 12 1
439 0 0 4 2
440 0 0 12 2
441 0 0 4 2
442 0 1 4 2
443 0 1 4 2
444 0 0 12 1
445 0 0 4 1
446 0 0 8 2
447 0 1 4 1
448 0 1 8 2
449 0 0 12 1
450 0 0 8 1
451 0 1 8 1
452 0 1 8 2
453 0 0 4 1
454 0 1 12 1
455 0 0 8 2
456 0 1 8 1
457 0 1 4 2
458 0 0 4 1
459 0 1 4 1
460 0 1 12 2
461 0 1 12 1
462 0 0 12 2
463 0 0 4 2
464 0 1 4 2
465 0 1 12 1
466 0 0 12 2
467 0 0 12 1
468 0 0 8 2
469 0 1 12 2
470 0 1 12 2
471 0 0 12 2
472 0 1 8 2
473 0 1 12 1
474 0 1 12 1
475 0 0 4 1
476 0 1 8 2
477 0 1 4 2
478 0 0 12 1
479 0 1 12 2
480 0 1 4 1
