trl_n curr_stim_level search nitems curr_target
232 2 1 12 1
233 2 0 12 1
234 2 0 8 1
235 2 0 8 1
236 2 0 12 1
237 2 1 8 1
238 2 0 4 2
239 2 1 4 1
240 2 1 12 1
241 0 0 12 1
242 0 0 12 2
243 0 1 12 2
244 0 0 12 2
245 0 0 12 2
246 0 0 12 1
247 0 0 8 1
248 0 1 8 2
249 0 0 12 2
250 0 0 8 1
251 0 0 8 2
252 0 1 8 1
253 0 1 4 2
254 0 0 12 2
255 0 1 8 2
256 0 0 8 1
257 0 1 8 2
258 0 0 12 1
259 0 1 4 2
260 0 0 8 1
261 0 1 8 1
262 0 1 8 2
263 0 1 8 1
264 0 1 12 1
265 0 1 4 2
266 0 1 8 1
267 0 1 4 1
268 0 1 12 2
269 0 0 8 1
270 0 0 12 1
271 0 0 4 1
272 0 0 8 1
273 0 1 12 1
274 0 0 4 2
275 0 1 4 2
276 0 1 12 2
277 0 0 8 1
278 0 1 12 2
279 0 0 12 2
280 0 1 8 1
281 0 0 8 2
282 0 0 4 1
283 0 1 8 1
284 0 0 12 2
285 0 0 4 1
286 0 0 4 2
287 0 1 4 2
288 0 1 4 2
289 0 1 12 1
290 0 1 4 2
291 0 0 4 2
292 0 1 12 2
293 0 1 4 2
294 0 0 12 2
295 0 0 8 2
296 0 1 12 2
297 0 1 12 1
298 0 0 12 1
299 0 0 12 1
300 0 1 12 1
301 0 1 4 1
302 0 1 12 2
303 0 0 8 1
304 0 1 8 1
305 0 0 8 2
306 0 1 12 2
307 0 0 4 2
308 0 0 4 1
309 0 1 4 1
310 0 1 4 2
311 0 1 4 2
312 0 1 4 1
313 0 1 12 1
314 0 0 4 1
315 0 1 4 1
316 0 0 12 2
317 0 1 8 2
318 0 0 4 1
319 0 1 8 2
320 0 1 8 1
321 0 0 8 1
322 0 1 4 2
323 0 0 12 2
324 0 1 4 1
325 0 1 12 2
326 0 1 12 1
327 0 0 4 1
328 0 1 4 1
329 0 0 12 1
330 0 1 12 1
331 0 0 8 2
332 0 1 4 1
333 0 1 8 2
334 0 0 4 2
335 0 0 4 2
336 0 1 8 1
337 0 0 12 1
338 0 1 12 2
339 0 1 12 2
340 0 1 4 1
341 0 1 8 1
342 0 0 4 2
343 0 0 8 2
344 0 1 4 2
345 0 1 8 1
346 0 1 8 1
347 0 0 4 1
348 0 0 8 1
349 0 1 4 1
350 0 1 8 2
351 0 0 4 2
352 0 0 12 2
353 0 0 12 2
354 0 1 4 2
355 0 1 8 2
356 0 1 12 2
357 0 0 12 2
358 0 1 8 1
359 0 1 12 2
360 0 0 12 1
361 0 0 4 2
362 0 1 4 1
363 0 1 12 1
364 0 0 4 1
365 0 0 4 2
366 0 1 12 2
367 0 1 8 2
368 0 1 4 2
369 0 0 8 2
370 0 0 12 1
371 0 0 12 2
372 0 0 4 1
373 0 1 8 2
374 0 1 12 2
375 0 0 4 1
376 0 0 12 1
377 0 1 12 2
378 0 0 8 1
379 0 1 8 1
380 0 0 4 1
381 0 0 8 2
382 0 0 4 2
383 0 1 8 2
384 0 1 4 1
385 0 1 4 1
386 0 1 4 2
387 0 0 4 1
388 0 1 8 1
389 0 1 8 2
390 0 0 4 2
391 0 0 4 2
392 0 0 8 1
393 0 0 8 2
394 0 1 12 2
395 0 0 4 2
396 0 1 8 1
397 0 1 4 1
398 0 0 4 2
399 0 0 12 1
400 0 0 12 1
401 0 1 12 1
402 0 0 12 2
403 0 0 12 2
404 0 1 8 2
405 0 0 4 1
406 0 0 12 1
407 0 0 8 2
408 0 1 4 1
409 0 0 8 1
410 0 1 4 1
411 0 0 8 1
412 0 0 8 1
413 0 1 12 1
414 0 1 4 1
415 0 0 12 1
416 0 1 12 2
417 0 1 4 2
418 0 0 12 2
419 0 0 8 2
420 0 0 8 2
421 0 0 8 2
422 0 0 8 2
423 0 0 8 1
424 0 0 4 2
425 0 0 8 1
426 0 0 12 1
427 0 0 8 1
428 0 1 12 1
429 0 1 12 2
430 0 1 12 1
431 0 0 4 2
432 0 1 12 2
433 0 0 8 2
434 0 0 12 1
435 0 1 8 1
436 0 0 8 1
437 0 1 4 1
438 0 0 12 2
439 0 0 12 2
440 0 0 8 1
441 0 0 8 1
442 0 1 4 2
443 0 1 8 1
444 0 0 4 2
445 0 1 12 1
446 0 1 4 2
447 0 0 12 1
448 0 0 4 2
449 0 0 4 1
450 0 0 4 1
451 0 0 8 2
452 0 1 12 1
453 0 0 4 2
454 0 1 12 1
455 0 1 12 2
456 0 1 8 2
457 0 1 12 2
458 0 1 8 1
459 0 1 8 1
460 0 0 4 1
461 0 0 8 1
462 0 1 8 2
463 0 0 12 1
464 0 0 8 1
465 0 1 4 1
466 0 0 4 2
467 0 1 4 2
468 0 1 8 2
469 0 1 8 1
470 0 1 8 2
471 0 0 12 2
472 0 0 4 2
473 0 1 12 1
474 0 0 12 1
475 0 1 12 1
476 0 1 4 1
477 0 0 4 2
478 0 1 4 1
479 0 0 8 2
480 0 1 8 2
481 1 0 12 1
482 1 1 4 1
483 1 0 12 2
484 1 1 4 1
485 1 1 12 1
486 1 0 12 1
487 1 1 8 1
488 1 0 8 2
489 1 0 4 1
490 1 1 4 1
491 1 1 12 1
492 1 0 12 2
493 1 1 4 2
494 1 0 8 1
495 1 0 4 2
496 1 1 4 1
497 1 0 8 2
498 1 1 8 1
499 1 1 8 2
500 1 1 4 1
501 1 0 4 2
502 1 1 12 2
503 1 0 8 2
504 1 1 4 2
505 1 1 8 2
506 1 0 8 2
507 1 0 12 2
508 1 1 8 2
509 1 1 4 1
510 1 0 8 1
511 1 0 8 1
512 1 0 4 1
513 1 1 4 2
514 1 0 4 1
515 1 1 8 2
516 1 0 12 2
517 1 1 4 1
518 1 1 12 2
519 1 1 12 1
520 1 1 4 2
521 1 0 8 1
522 1 1 8 1
523 1 1 4 2
524 1 1 4 1
525 1 0 4 1
526 1 0 8 1
527 1 0 4 2
528 1 1 12 2
529 1 0 8 2
530 1 1 12 2
531 1 0 4 1
532 1 1 4 2
533 1 1 4 2
534 1 0 4 1
535 1 1 8 1
536 1 0 12 2
537 1 0 8 2
538 1 0 8 1
539 1 0 12 1
540 1 1 4 2
541 1 1 8 2
542 1 1 4 2
543 1 1 12 1
544 1 1 8 2
545 1 1 4 1
546 1 0 8 2
547 1 0 8 1
548 1 0 4 1
549 1 1 4 2
550 1 1 12 2
551 1 1 4 2
552 1 1 8 2
553 1 0 8 2
554 1 1 8 1
555 1 0 8 2
556 1 1 12 1
557 1 0 12 2
558 1 1 8 1
559 1 1 8 2
560 1 1 12 2
561 1 0 12 1
562 1 0 4 2
563 1 0 4 1
564 1 1 12 2
565 1 0 8 2
566 1 1 8 2
567 1 1 12 1
568 1 1 8 2
569 1 0 4 1
570 1 1 8 2
571 1 1 4 1
572 1 1 8 2
573 1 0 4 2
574 1 0 4 1
575 1 1 12 1
576 1 0 8 2
577 1 1 12 1
578 1 0 12 2
579 1 0 4 2
580 1 0 4 2
581 1 0 4 2
582 1 0 12 1
583 1 1 8 1
584 1 1 12 2
585 1 1 8 2
586 1 0 8 2
587 1 0 12 1
588 1 0 12 1
589 1 1 8 2
590 1 1 12 2
591 1 1 4 1
592 1 0 4 1
593 1 0 4 1
594 1 1 12 2
595 1 0 8 2
596 1 0 12 2
597 1 1 8 1
598 1 1 4 2
599 1 0 8 2
600 1 0 8 1
601 1 0 12 1
602 1 1 8 2
603 1 1 12 2
604 1 0 4 1
605 1 0 4 1
606 1 1 8 2
607 1 1 12 2
608 1 0 12 2
609 1 1 12 1
610 1 1 8 1
611 1 0 12 1
612 1 0 8 1
613 1 0 8 2
614 1 1 8 2
615 1 0 8 1
616 1 0 8 1
617 1 1 4 2
618 1 1 12 1
619 1 1 4 2
620 1 0 4 1
621 1 0 4 1
622 1 0 12 1
623 1 0 4 2
624 1 0 8 2
625 1 1 4 2
626 1 0 4 2
627 1 0 12 1
628 1 1 8 2
629 1 1 12 2
630 1 1 4 1
631 1 0 12 1
632 1 1 4 1
633 1 0 4 1
634 1 1 4 2
635 1 1 8 1
636 1 1 12 2
637 1 0 8 2
638 1 0 12 1
639 1 1 12 1
640 1 0 4 1
641 1 1 8 2
642 1 1 8 1
643 1 0 12 1
644 1 1 4 2
645 1 1 12 1
646 1 1 12 1
647 1 1 4 1
648 1 1 8 2
649 1 1 8 1
650 1 1 12 2
651 1 0 4 1
652 1 0 4 1
653 1 0 8 2
654 1 0 4 2
655 1 0 8 1
656 1 1 12 2
657 1 0 12 2
658 1 0 12 1
659 1 1 8 1
660 1 1 8 1
661 1 0 12 1
662 1 1 12 1
663 1 1 4 1
664 1 1 8 1
665 1 0 8 1
666 1 0 4 1
667 1 0 12 1
668 1 1 4 2
669 1 1 8 2
670 1 0 4 2
671 1 1 4 1
672 1 0 4 2
673 1 0 12 1
674 1 0 8 1
675 1 0 12 2
676 1 1 12 1
677 1 1 8 2
678 1 0 12 1
679 1 1 8 1
680 1 0 12 1
681 1 1 12 1
682 1 0 8 2
683 1 1 4 2
684 1 0 12 1
685 1 0 4 2
686 1 1 4 2
687 1 1 12 1
688 1 0 12 1
689 1 0 8 1
690 1 1 4 1
691 1 1 12 1
692 1 0 8 2
693 1 0 8 1
694 1 1 4 2
695 1 0 12 2
696 1 0 4 2
697 1 1 12 2
698 1 1 4 2
699 1 1 8 2
700 1 0 8 1
701 1 1 12 1
702 1 1 12 2
703 1 1 12 1
704 1 0 12 1
705 1 0 4 2
706 1 0 12 1
707 1 1 12 2
708 1 0 4 2
709 1 0 8 2
710 1 1 4 2
711 1 0 8 1
712 1 0 4 1
713 1 0 8 2
714 1 0 4 1
715 1 0 12 2
716 1 1 8 2
717 1 1 12 1
718 1 0 12 2
719 1 0 12 1
720 1 0 12 2
721 3 0 12 1
722 3 1 12 2
723 3 1 12 1
724 3 0 12 2
725 3 0 4 2
726 3 0 12 1
727 3 0 8 2
728 3 1 4 1
729 3 0 4 1
730 3 0 4 2
731 3 1 8 2
732 3 0 12 1
733 3 0 8 2
734 3 0 12 1
735 3 0 8 1
736 3 1 8 2
737 3 1 8 1
738 3 0 8 2
739 3 0 4 2
740 3 0 12 2
741 3 0 8 1
742 3 1 12 2
743 3 0 8 1
744 3 1 12 2
745 3 1 4 2
746 3 1 12 1
747 3 1 8 1
748 3 0 12 2
749 3 1 8 2
750 3 1 12 1
751 3 1 12 1
752 3 1 12 1
753 3 1 8 2
754 3 1 4 1
755 3 1 8 2
756 3 1 4 1
757 3 1 12 2
758 3 1 4 2
759 3 1 4 2
760 3 1 4 2
761 3 1 12 1
762 3 1 8 2
763 3 0 12 2
764 3 0 4 2
765 3 1 8 1
766 3 1 4 1
767 3 1 8 1
768 3 0 12 2
769 3 1 4 1
770 3 1 4 2
771 3 1 4 1
772 3 0 4 2
773 3 0 8 2
774 3 1 8 1
775 3 1 12 2
776 3 0 4 1
777 3 0 12 1
778 3 1 12 1
779 3 0 8 1
780 3 1 8 2
781 3 1 8 2
782 3 0 4 2
783 3 0 4 2
784 3 0 4 2
785 3 0 12 2
786 3 0 8 1
787 3 0 8 1
788 3 1 12 1
789 3 1 4 2
790 3 1 4 2
791 3 1 8 2
792 3 0 12 2
793 3 1 4 1
794 3 1 8 2
795 3 1 12 1
796 3 0 12 2
797 3 1 8 1
798 3 0 12 2
799 3 1 4 2
800 3 0 8 2
801 3 0 8 1
802 3 0 12 1
803 3 1 4 1
804 3 0 8 2
805 3 0 12 1
806 3 0 4 2
807 3 0 8 2
808 3 0 4 2
809 3 1 4 1
810 3 1 8 2
811 3 1 12 2
812 3 0 8 2
813 3 0 8 1
814 3 0 4 1
815 3 1 4 2
816 3 1 8 1
817 3 0 8 2
818 3 0 8 1
819 3 1 8 1
820 3 0 4 1
821 3 1 4 1
822 3 0 4 1
823 3 1 4 2
824 3 1 8 2
825 3 1 4 2
826 3 1 8 1
827 3 0 8 1
828 3 1 12 1
829 3 0 8 2
830 3 0 12 2
831 3 0 8 2
832 3 0 12 1
833 3 1 8 1
834 3 0 12 2
835 3 1 12 1
836 3 0 4 1
837 3 0 8 2
838 3 0 4 2
839 3 1 8 1
840 3 0 8 1
841 3 1 4 1
842 3 1 4 2
843 3 1 4 2
844 3 0 4 1
845 3 0 8 1
846 3 0 12 2
847 3 0 4 2
848 3 1 8 1
849 3 1 8 2
850 3 0 12 2
851 3 1 8 1
852 3 1 8 1
853 3 0 4 1
854 3 0 4 2
855 3 0 4 1
856 3 0 12 1
857 3 1 12 2
858 3 0 4 2
859 3 1 8 2
860 3 0 12 1
861 3 1 12 1
862 3 0 8 1
863 3 0 12 1
864 3 0 4 1
865 3 1 12 2
866 3 1 12 1
867 3 0 12 1
868 3 0 8 2
869 3 1 4 2
870 3 1 4 2
871 3 1 12 1
872 3 1 4 2
873 3 0 12 1
874 3 0 4 2
875 3 1 8 2
876 3 0 8 2
877 3 1 4 1
878 3 1 4 1
879 3 1 8 2
880 3 1 8 1
881 3 1 8 2
882 3 0 4 2
883 3 0 8 1
884 3 0 12 2
885 3 1 4 2
886 3 1 8 2
887 3 1 8 2
888 3 0 8 2
889 3 0 4 2
890 3 0 12 2
891 3 1 12 1
892 3 0 8 1
893 3 0 4 1
894 3 1 12 1
895 3 0 8 1
896 3 0 8 2
897 3 1 4 1
898 3 1 4 1
899 3 0 8 2
900 3 0 4 2
901 3 0 8 1
902 3 1 4 2
903 3 1 12 2
904 3 0 4 2
905 3 1 8 1
906 3 0 12 1
907 3 1 4 1
908 3 0 8 2
909 3 1 12 2
910 3 0 8 1
911 3 0 4 2
912 3 0 4 1
913 3 1 12 1
914 3 1 12 1
915 3 0 4 1
916 3 0 12 2
917 3 1 4 2
918 3 1 12 1
919 3 0 12 2
920 3 0 12 1
921 3 0 4 2
922 3 1 12 1
923 3 0 8 2
924 3 0 4 1
925 3 1 8 1
926 3 1 12 2
927 3 0 4 2
928 3 1 12 1
929 3 1 12 1
930 3 0 4 2
931 3 0 12 2
932 3 0 12 1
933 3 1 12 1
934 3 0 8 2
935 3 0 4 1
936 3 1 8 1
937 3 0 12 2
938 3 0 12 2
939 3 1 8 2
940 3 0 12 1
941 3 1 12 2
942 3 0 4 2
943 3 0 12 2
944 3 1 8 1
945 3 1 12 1
946 3 1 4 1
947 3 0 8 2
948 3 1 12 1
949 3 1 12 1
950 3 1 4 2
951 3 1 4 1
952 3 0 4 1
953 3 1 12 1
954 3 0 12 1
955 3 0 12 1
956 3 1 4 2
957 3 1 8 2
958 3 0 8 1
959 3 1 12 1
960 3 1 4 1
