trl_n curr_stim_level search nitems curr_target
152 2 0 8 1
153 2 1 12 1
154 2 1 8 2
155 2 0 8 2
156 2 1 12 2
157 2 1 4 1
158 2 0 12 1
159 2 0 8 1
160 2 0 8 2
161 2 0 12 2
162 2 0 8 1
163 2 1 8 2
164 2 0 4 1
165 2 1 8 1
166 2 0 8 1
167 2 1 12 2
168 2 0 8 2
169 2 0 8 2
170 2 1 4 2
171 2 0 12 1
172 2 1 12 1
173 2 1 8 2
174 2 1 8 1
175 2 1 12 1
176 2 0 12 1
177 2 1 4 1
178 2 1 12 1
179 2 0 4 1
180 2 0 4 2
181 2 0 8 1
182 2 0 8 2
183 2 1 12 2
184 2 1 4 2
185 2 1 12 1
186 2 1 4 2
187 2 1 4 1
188 2 0 8 2
189 2 0 8 2
190 2 0 8 1
191 2 0 8 1
192 2 0 8 1
193 2 1 4 2
194 2 1 4 1
195 2 1 12 2
196 2 0 8 2
197 2 0 4 1
198 2 1 12 2
199 2 1 8 2
200 2 1 4 1
201 2 1 12 1
202 2 1 12 1
203 2 0 12 2
204 2 1 12 2
205 2 1 12 1
206 2 1 4 2
207 2 0 12 1
208 2 0 12 2
209 2 0 4 2
210 2 0 4 1
211 2 1 12 2
212 2 1 8 1
213 2 1 8 2
214 2 0 12 1
215 2 1 4 1
216 2 0 4 2
217 2 0 4 1
218 2 1 8 2
219 2 1 8 1
220 2 0 12 2
221 2 1 12 2
222 2 1 4 1
223 2 1 12 2
224 2 0 4 2
225 2 0 4 2
226 2 1 8 2
227 2 0 8 2
228 2 1 8 2
229 2 0 12 1
230 2 1 4 1
231 2 0 8 1
232 2 0 4 1
233 2 1 4 1
234 2 1 4 2
235 2 0 4 1
236 2 1 4 2
237 2 1 4 1
238 2 1 8 1
239 2 0 12 1
240 2 1 8 2
241 1 0 12 1
242 1 0 8 2
243 1 0 8 2
244 1 0 12 2
245 1 1 4 1
246 1 0 12 2
247 1 1 12 2
248 1 0 4 1
249 1 0 12 1
250 1 1 4 1
251 1 1 12 1
252 1 0 12 1
253 1 0 8 2
254 1 1 12 1
255 1 1 12 2
256 1 1 4 2
257 1 1 8 2
258 1 0 12 1
259 1 0 8 2
260 1 0 4 1
261 1 1 8 1
262 1 1 4 1
263 1 0 12 1
264 1 1 8 1
265 1 0 4 2
266 1 0 4 2
267 1 0 8 1
268 1 1 12 1
269 1 1 12 1
270 1 1 8 2
271 1 0 12 2
272 1 0 4 2
273 1 0 12 1
274 1 0 8 1
275 1 1 4 2
276 1 0 4 1
277 1 1 8 2
278 1 0 8 2
279 1 0 4 1
280 1 1 12 1
281 1 0 4 2
282 1 0 8 2
283 1 0 8 1
284 1 1 12 1
285 1 1 4 1
286 1 1 4 2
287 1 0 12 1
288 1 1 8 1
289 1 0 4 2
290 1 1 8 2
291 1 1 4 2
292 1 0 8 2
293 1 1 8 1
294 1 0 12 2
295 1 1 8 1
296 1 1 12 1
297 1 0 8 1
298 1 1 12 2
299 1 0 4 2
300 1 1 4 1
301 1 0 8 2
302 1 0 12 1
303 1 0 4 2
304 1 0 4 1
305 1 1 4 1
306 1 0 4 2
307 1 1 8 2
308 1 1 8 2
309 1 0 8 1
310 1 0 8 1
311 1 1 8 2
312 1 0 12 2
313 1 1 8 1
314 1 1 12 1
315 1 0 8 1
316 1 0 4 2
317 1 1 8 2
318 1 0 4 1
319 1 1 4 1
320 1 1 8 1
321 1 1 12 2
322 1 0 12 2
323 1 1 8 2
324 1 0 12 2
325 1 1 12 1
326 1 1 8 1
327 1 0 8 2
328 1 0 8 1
329 1 1 12 2
330 1 1 12 2
331 1 1 4 2
332 1 0 8 2
333 1 0 4 2
334 1 1 4 1
335 1 1 12 2
336 1 0 8 1
337 1 0 4 1
338 1 0 12 1
339 1 1 8 1
340 1 1 8 1
341 1 0 4 1
342 1 1 4 2
343 1 1 12 2
344 1 0 4 1
345 1 1 4 2
346 1 1 4 2
347 1 1 8 2
348 1 1 12 1
349 1 0 12 2
350 1 0 12 2
351 1 1 4 2
352 1 0 12 2
353 1 0 12 1
354 1 0 8 1
355 1 0 4 1
356 1 1 12 2
357 1 1 4 1
358 1 1 4 2
359 1 1 12 2
360 1 1 4 1
361 3 1 8 2
362 3 1 4 1
363 3 0 8 2
364 3 1 12 1
365 3 0 8 2
366 3 1 4 2
367 3 1 12 2
368 3 0 8 1
369 3 0 8 1
370 3 0 8 2
371 3 1 8 1
372 3 1 4 2
373 3 0 4 1
374 3 1 8 2
375 3 0 12 2
376 3 1 4 2
377 3 0 4 2
378 3 1 12 2
379 3 1 4 1
380 3 1 8 1
381 3 1 4 2
382 3 0 4 1
383 3 0 8 1
384 3 0 4 1
385 3 0 8 1
386 3 1 12 1
387 3 0 12 2
388 3 1 4 1
389 3 0 4 1
390 3 0 12 1
391 3 1 4 2
392 3 1 12 1
393 3 0 8 2
394 3 0 4 1
395 3 0 8 1
396 3 0 12 1
397 3 0 8 2
398 3 0 8 2
399 3 0 8 2
400 3 0 12 2
401 3 1 12 2
402 3 1 4 1
403 3 1 12 1
404 3 0 4 2
405 3 1 12 1
406 3 0 12 1
407 3 1 12 1
408 3 1 8 2
409 3 1 12 2
410 3 1 8 1
411 3 0 4 2
412 3 1 12 2
413 3 1 4 1
414 3 0 12 2
415 3 1 4 1
416 3 0 4 1
417 3 0 4 1
418 3 0 8 1
419 3 1 4 2
420 3 0 4 2
421 3 1 12 2
422 3 1 8 2
423 3 0 8 1
424 3 0 4 1
425 3 0 4 2
426 3 1 8 1
427 3 0 4 2
428 3 0 12 1
429 3 0 12 2
430 3 0 12 2
431 3 0 8 1
432 3 1 8 2
433 3 0 8 1
434 3 0 4 1
435 3 0 12 2
436 3 0 4 2
437 3 0 4 2
438 3 0 12 1
439 3 1 12 2
440 3 1 12 2
441 3 1 4 1
442 3 1 8 2
443 3 1 4 2
444 3 1 8 1
445 3 1 4 1
446 3 0 12 1
447 3 0 8 2
448 3 1 8 1
449 3 1 12 1
450 3 1 12 2
451 3 0 4 2
452 3 1 4 1
453 3 1 8 1
454 3 0 8 1
455 3 1 4 2
456 3 0 8 2
457 3 0 8 2
458 3 1 12 2
459 3 1 8 2
460 3 0 12 1
461 3 0 12 2
462 3 0 4 2
463 3 0 12 1
464 3 0 12 1
465 3 1 12 1
466 3 1 12 1
467 3 1 12 1
468 3 1 8 2
469 3 1 4 2
470 3 0 4 1
471 3 1 8 1
472 3 1 4 2
473 3 0 12 2
474 3 1 8 2
475 3 1 8 1
476 3 1 4 1
477 3 1 8 2
478 3 0 12 2
479 3 1 8 1
480 3 0 12 1
