# minimum duration: 100
# smoothing window: 30
# velocity threshold: 50
# dispersion threshold: 1
trl fix_id fdur sdur xpos ypos
12 3.00 392.00 18.00 -2.06 -10.57
12 4.00 358.00 23.00 6.14 -9.94
12 5.00 131.00 0.00 11.55 -4.33
12 6.00 273.00 21.00 11.52 -4.02
12 7.00 447.00 18.00 10.33 4.41
12 8.00 207.00 0.00 3.93 8.86
12 9.00 262.00 19.00 4.47 9.03
12 10.00 356.00 25.00 -3.94 8.41
12 11.00 238.00 0.00 -8.84 2.52
12 12.00 225.00 15.00 -9.33 2.10
12 13.00 190.00 0.00 -8.66 -5.07
12 14.00 906.00 nan -8.00 -5.76
13 0.00 270.00 47.00 -0.09 0.95
13 1.00 195.00 0.00 1.01 -11.31
13 2.00 701.00 39.00 1.67 -11.08
13 3.00 154.00 0.00 11.69 -0.76
13 4.00 656.00 2.00 11.30 -0.06
13 5.00 231.00 8.00 11.44 2.08
13 6.00 576.00 8.00 9.40 0.26
13 7.00 277.00 0.00 11.96 2.64
13 8.00 367.00 36.00 11.48 2.63
13 9.00 276.00 0.00 2.39 -7.82
13 10.00 561.00 nan 2.00 -8.32
14 0.00 208.00 18.00 0.18 0.92
14 1.00 101.00 0.00 -1.31 -8.87
14 2.00 624.00 50.00 -0.92 -8.39
14 3.00 180.00 0.00 10.89 -0.41
14 4.00 405.00 43.00 11.26 -0.32
14 5.00 181.00 0.00 2.20 11.88
14 6.00 339.00 0.00 2.59 11.40
14 7.00 471.00 36.00 2.55 9.33
14 8.00 189.00 0.00 -10.12 2.03
14 9.00 308.00 2.00 -9.70 2.93
14 10.00 179.00 0.00 -9.24 0.57
14 11.00 393.00 0.00 -9.38 0.63
14 12.00 263.00 52.00 -11.29 0.65
14 13.00 204.00 0.00 -1.47 -10.38
14 14.00 399.00 42.00 -1.18 -11.00
14 15.00 216.00 0.00 -8.97 0.95
14 16.00 528.00 nan -9.57 0.82
15 0.00 190.00 24.00 -0.10 0.94
15 1.00 180.00 0.00 -1.55 -9.63
15 2.00 451.00 10.00 -2.05 -10.18
15 3.00 305.00 0.00 3.08 -10.58
15 4.00 187.00 9.00 3.69 -10.57
15 5.00 228.00 0.00 7.79 -8.18
15 6.00 532.00 12.00 8.03 -7.90
15 7.00 911.00 2.00 10.97 -3.79
15 8.00 153.00 0.00 10.92 -1.67
15 9.00 324.00 23.00 11.14 -1.70
15 10.00 169.00 0.00 6.60 -7.27
15 11.00 523.00 21.00 8.04 -6.08
15 12.00 478.00 nan 10.95 -2.06
16 0.00 294.00 17.00 0.17 0.29
16 1.00 191.00 2.00 0.02 -9.13
16 2.00 228.00 0.00 1.70 -8.34
16 3.00 396.00 0.00 3.45 -8.25
16 4.00 147.00 0.00 3.57 -8.46
16 5.00 508.00 12.00 3.47 -10.77
16 6.00 429.00 14.00 8.21 -7.93
16 7.00 189.00 0.00 11.10 -4.22
16 8.00 430.00 11.00 11.10 -4.04
16 9.00 425.00 0.00 11.77 1.43
16 10.00 353.00 0.00 11.57 1.37
16 11.00 484.00 7.00 11.53 3.13
16 12.00 299.00 1.00 11.07 -0.77
16 13.00 543.00 nan 11.44 1.70
17 0.00 203.00 26.00 -0.09 0.69
17 1.00 158.00 0.00 -0.87 -9.75
17 2.00 318.00 23.00 0.26 -9.21
17 3.00 182.00 0.00 7.49 -6.80
17 4.00 272.00 19.00 8.04 -6.35
17 5.00 123.00 0.00 11.05 0.66
17 6.00 474.00 18.00 11.21 0.29
17 7.00 206.00 0.00 8.36 8.10
17 8.00 214.00 14.00 8.79 8.02
17 9.00 178.00 0.00 1.84 11.21
17 10.00 215.00 17.00 1.67 11.44
17 11.00 334.00 48.00 -5.52 9.23
17 12.00 121.00 0.00 -9.12 3.23
17 13.00 311.00 17.00 -9.57 2.16
17 14.00 235.00 0.00 -7.65 -4.90
17 15.00 780.00 nan -7.05 -5.04
18 0.00 226.00 19.00 -0.15 0.75
18 1.00 160.00 6.00 -3.74 -6.64
18 2.00 146.00 0.00 0.33 -8.15
18 3.00 320.00 2.00 0.84 -8.96
18 4.00 402.00 23.00 1.33 -11.63
18 5.00 402.00 102.00 8.78 -8.08
18 6.00 276.00 0.00 11.08 -0.71
18 7.00 209.00 15.00 11.30 -0.36
18 8.00 160.00 0.00 7.84 7.05
18 9.00 337.00 19.00 8.01 6.79
18 10.00 344.00 74.00 0.64 9.51
18 11.00 363.00 20.00 -6.54 6.58
18 12.00 187.00 0.00 -8.96 -0.34
18 13.00 257.00 17.00 -9.64 -0.82
18 14.00 200.00 0.00 -7.25 -7.90
18 15.00 359.00 14.00 -6.69 -7.79
18 16.00 314.00 nan 0.12 -9.67
19 0.00 239.00 27.00 -0.36 0.99
19 1.00 102.00 0.00 -0.99 -10.18
19 2.00 438.00 60.00 -1.14 -10.96
19 3.00 199.00 0.00 10.76 -2.70
19 4.00 310.00 26.00 11.22 -2.68
19 5.00 305.00 125.00 2.86 8.52
19 6.00 182.00 0.00 -9.56 1.89
19 7.00 655.00 0.00 -9.59 1.18
19 8.00 519.00 0.00 -11.48 1.02
19 9.00 154.00 0.00 -9.58 2.55
19 10.00 577.00 0.00 -9.48 3.05
19 11.00 728.00 48.00 -9.68 0.90
19 12.00 191.00 0.00 -1.99 -10.01
19 13.00 355.00 66.00 -1.51 -10.65
19 14.00 828.00 nan -9.60 0.85
20 0.00 210.00 18.00 -0.12 0.86
20 1.00 163.00 1.00 -2.23 -8.08
20 2.00 264.00 0.00 -1.77 -10.18
20 3.00 246.00 40.00 -2.17 -10.30
20 4.00 206.00 0.00 11.30 -3.84
20 5.00 237.00 32.00 10.69 -3.61
20 6.00 171.00 0.00 4.11 9.03
20 7.00 239.00 33.00 3.42 9.10
20 8.00 124.00 0.00 -10.41 2.01
20 9.00 1056.00 nan -9.63 1.94
21 0.00 185.00 107.00 -0.04 0.86
21 1.00 156.00 0.00 1.38 -9.81
21 2.00 470.00 16.00 1.97 -10.56
21 3.00 100.00 0.00 8.44 -6.92
21 4.00 683.00 0.00 8.82 -6.60
21 5.00 601.00 0.00 8.89 -4.96
21 6.00 536.00 17.00 6.96 -6.65
21 7.00 177.00 0.00 10.52 0.52
21 8.00 344.00 15.00 11.05 0.74
21 9.00 495.00 0.00 8.87 -6.81
21 10.00 342.00 nan 9.05 -6.98
22 nan nan nan nan nan
23 0.00 249.00 63.00 -0.10 1.08
23 1.00 195.00 5.00 0.57 -10.72
23 2.00 477.00 3.00 -0.97 -8.19
23 3.00 366.00 105.00 -0.92 -11.24
23 4.00 261.00 116.00 4.40 -11.14
23 5.00 196.00 0.00 8.87 -7.68
23 6.00 261.00 12.00 8.83 -7.42
23 7.00 129.00 0.00 11.20 -2.79
23 8.00 465.00 9.00 11.01 -2.53
23 9.00 434.00 13.00 10.69 2.74
23 10.00 526.00 14.00 7.41 6.85
23 11.00 107.00 0.00 3.40 8.64
23 12.00 506.00 15.00 2.62 9.05
23 13.00 114.00 0.00 -2.09 8.69
23 14.00 342.00 14.00 -2.80 8.60
23 15.00 459.00 19.00 -7.47 5.57
23 16.00 171.00 0.00 -9.44 1.39
23 17.00 145.00 8.00 -9.72 1.21
23 18.00 179.00 0.00 -9.37 -3.41
23 19.00 431.00 9.00 -9.30 -4.31
23 20.00 272.00 0.00 -6.37 -7.83
23 21.00 665.00 0.00 -5.84 -8.14
23 22.00 977.00 nan -5.73 -6.06
24 0.00 217.00 20.00 -0.17 1.07
24 1.00 242.00 1.00 -1.95 -9.34
24 2.00 105.00 6.00 -1.34 -10.93
24 3.00 182.00 0.00 1.68 -11.49
24 4.00 333.00 10.00 2.53 -10.80
24 5.00 181.00 0.00 -2.39 -10.03
24 6.00 252.00 7.00 -2.52 -9.75
24 7.00 106.00 0.00 2.88 -10.34
24 8.00 268.00 7.00 3.09 -10.14
24 9.00 301.00 0.00 7.43 -8.47
24 10.00 187.00 10.00 7.80 -8.13
24 11.00 226.00 0.00 10.35 -3.85
24 12.00 262.00 9.00 10.60 -3.59
24 13.00 551.00 14.00 11.01 1.60
24 14.00 120.00 0.00 8.41 6.24
24 15.00 353.00 11.00 8.75 6.34
24 16.00 447.00 30.00 4.20 8.91
24 17.00 134.00 0.00 0.09 9.14
24 18.00 446.00 15.00 -0.97 9.32
24 19.00 288.00 0.00 -5.91 7.14
24 20.00 137.00 10.00 -6.21 6.72
24 21.00 144.00 0.00 -8.89 2.99
24 22.00 230.00 6.00 -9.22 2.51
24 23.00 167.00 0.00 -9.42 -1.87
24 24.00 572.00 12.00 -9.49 -2.61
24 25.00 196.00 0.00 -7.49 -6.63
24 26.00 562.00 13.00 -7.06 -7.38
24 27.00 193.00 4.00 -3.13 -8.14
24 28.00 221.00 0.00 -2.66 -10.35
24 29.00 551.00 nan -2.41 -10.12
25 nan nan nan nan nan
26 0.00 207.00 16.00 -0.02 0.87
26 1.00 188.00 0.00 -1.68 -8.94
26 2.00 287.00 17.00 -2.31 -8.34
26 3.00 269.00 0.00 5.44 -8.04
26 4.00 102.00 22.00 5.54 -7.82
26 5.00 178.00 0.00 10.72 -2.17
26 6.00 248.00 13.00 10.50 -2.17
26 7.00 424.00 19.00 9.96 5.90
26 8.00 247.00 107.00 4.62 11.14
26 9.00 194.00 77.00 -3.18 10.92
26 10.00 206.00 78.00 -8.83 5.33
26 11.00 327.00 17.00 -9.21 -2.53
26 12.00 241.00 5.00 -5.03 -7.14
26 13.00 371.00 nan -2.66 -7.79
27 0.00 193.00 25.00 -0.12 1.17
27 1.00 146.00 5.00 -3.06 -7.03
27 2.00 164.00 0.00 -0.40 -8.36
27 3.00 378.00 17.00 -0.00 -8.74
27 4.00 123.00 0.00 7.43 -6.82
27 5.00 268.00 20.00 7.48 -6.52
27 6.00 158.00 0.00 10.97 0.60
27 7.00 337.00 11.00 11.07 0.68
27 8.00 338.00 0.00 9.04 7.34
27 9.00 220.00 23.00 8.68 8.25
27 10.00 283.00 0.00 1.82 12.04
27 11.00 461.00 20.00 1.65 11.82
27 12.00 388.00 26.00 -5.94 9.47
27 13.00 293.00 0.00 -9.21 2.18
27 14.00 172.00 19.00 -9.82 2.13
27 15.00 151.00 0.00 -7.24 -3.65
27 16.00 988.00 nan -7.21 -4.92
28 0.00 259.00 21.00 -0.33 1.12
28 1.00 195.00 0.00 -2.43 -7.54
28 2.00 367.00 1.00 -3.47 -7.72
28 3.00 177.00 0.00 -3.37 -10.52
28 4.00 197.00 7.00 -3.34 -10.29
28 5.00 332.00 12.00 1.75 -11.51
28 6.00 260.00 0.00 6.37 -9.45
28 7.00 387.00 10.00 6.88 -9.07
28 8.00 395.00 0.00 10.34 -5.25
28 9.00 174.00 10.00 10.71 -3.80
28 10.00 374.00 19.00 10.97 0.02
28 11.00 188.00 0.00 8.55 5.68
28 12.00 596.00 9.00 8.88 5.70
28 13.00 439.00 17.00 4.68 8.71
28 14.00 370.00 19.00 -0.48 9.24
28 15.00 309.00 16.00 -5.91 7.00
28 16.00 325.00 14.00 -9.50 2.93
28 17.00 284.00 0.00 -9.98 -1.70
28 18.00 151.00 7.00 -9.85 -2.16
28 19.00 132.00 0.00 -7.85 -6.46
28 20.00 322.00 16.00 -7.70 -7.05
28 21.00 193.00 0.00 -4.07 -10.08
28 22.00 255.00 74.00 -3.54 -10.29
28 23.00 120.00 0.00 6.58 8.96
28 24.00 106.00 0.00 7.35 7.95
28 25.00 134.00 0.00 7.69 6.32
28 26.00 268.00 10.00 8.42 5.59
28 27.00 257.00 0.00 5.39 7.64
28 28.00 628.00 0.00 4.58 8.51
28 29.00 671.00 0.00 2.72 8.66
28 30.00 292.00 0.00 2.75 10.38
28 31.00 786.00 61.00 4.63 10.57
28 32.00 209.00 1.00 9.62 3.69
28 33.00 196.00 0.00 10.56 1.51
28 34.00 316.00 nan 10.91 0.99
29 0.00 186.00 109.00 -0.15 1.03
29 1.00 140.00 0.00 2.36 -10.12
29 2.00 1029.00 41.00 2.47 -11.02
29 3.00 135.00 0.00 10.32 1.25
29 4.00 473.00 33.00 10.68 0.77
29 5.00 293.00 0.00 -0.70 9.39
29 6.00 259.00 35.00 -1.00 9.41
29 7.00 134.00 0.00 -9.17 -2.06
29 8.00 471.00 38.00 -9.69 -2.37
29 9.00 122.00 0.00 0.95 -10.90
29 10.00 388.00 40.00 1.87 -11.31
29 11.00 162.00 0.00 11.94 0.78
29 12.00 562.00 nan 10.87 1.09
30 0.00 216.00 83.00 -0.40 1.02
30 1.00 111.00 0.00 1.91 -11.52
30 2.00 149.00 0.00 2.78 -10.96
30 3.00 432.00 15.00 2.23 -11.73
30 4.00 141.00 0.00 7.26 -8.65
30 5.00 201.00 13.00 7.33 -8.43
30 6.00 364.00 48.00 10.41 -4.48
30 7.00 161.00 0.00 11.11 1.26
30 8.00 277.00 6.00 11.03 1.19
30 9.00 182.00 0.00 8.36 5.17
30 10.00 276.00 9.00 8.87 6.03
30 11.00 289.00 11.00 4.51 8.90
30 12.00 128.00 0.00 0.49 9.37
30 13.00 420.00 12.00 -1.06 9.63
30 14.00 464.00 14.00 4.69 8.82
30 15.00 298.00 0.00 -0.50 9.14
30 16.00 268.00 0.00 -0.71 9.37
30 17.00 714.00 9.00 -1.08 11.41
30 18.00 367.00 8.00 4.08 11.15
30 19.00 251.00 nan -0.19 11.47
31 0.00 212.00 20.00 -0.09 0.80
31 1.00 132.00 13.00 -1.76 -6.79
31 2.00 162.00 0.00 2.62 -10.56
31 3.00 719.00 19.00 3.49 -10.71
31 4.00 235.00 0.00 9.20 -6.65
31 5.00 283.00 19.00 9.56 -5.93
31 6.00 372.00 37.00 10.84 2.22
31 7.00 127.00 0.00 3.82 -9.45
31 8.00 148.00 35.00 3.22 -10.63
31 9.00 430.00 1.00 11.01 1.79
31 10.00 199.00 0.00 8.81 1.99
31 11.00 185.00 17.00 8.60 2.28
31 12.00 167.00 0.00 8.75 -5.38
31 13.00 455.00 51.00 9.50 -5.43
31 14.00 269.00 nan 9.11 2.44
32 0.00 218.00 18.00 -0.01 0.66
32 1.00 143.00 0.00 -0.62 -10.09
32 2.00 379.00 42.00 -0.04 -11.25
32 3.00 151.00 0.00 10.67 -1.53
32 4.00 336.00 37.00 11.49 -1.59
32 5.00 186.00 0.00 2.86 8.84
32 6.00 336.00 39.00 2.07 9.80
32 7.00 114.00 0.00 -9.57 0.77
32 8.00 968.00 nan -9.84 0.39
33 0.00 241.00 64.00 -0.18 1.09
33 1.00 526.00 14.00 0.85 -11.57
33 2.00 146.00 0.00 5.42 -9.77
33 3.00 141.00 3.00 5.43 -9.60
33 4.00 147.00 0.00 2.20 -8.20
33 5.00 362.00 9.00 0.92 -8.43
33 6.00 415.00 17.00 5.79 -7.10
33 7.00 324.00 0.00 9.74 -3.66
33 8.00 310.00 7.00 9.64 -3.16
33 9.00 197.00 0.00 10.61 1.40
33 10.00 672.00 3.00 11.07 1.47
33 11.00 513.00 21.00 11.20 -1.28
33 12.00 170.00 0.00 10.33 4.76
33 13.00 414.00 14.00 9.82 6.13
33 14.00 181.00 0.00 6.89 8.64
33 15.00 335.00 15.00 6.20 9.76
33 16.00 226.00 0.00 0.90 11.28
33 17.00 185.00 9.00 0.93 11.28
33 18.00 330.00 23.00 -3.89 10.10
33 19.00 353.00 16.00 -8.33 6.22
33 20.00 404.00 5.00 -9.90 1.30
33 21.00 137.00 0.00 -8.75 -1.44
33 22.00 422.00 11.00 -8.43 -3.67
33 23.00 239.00 0.00 -6.50 -6.46
33 24.00 787.00 nan -4.67 -6.88
34 0.00 289.00 20.00 -0.27 1.14
34 1.00 146.00 0.00 -7.27 -3.80
34 2.00 312.00 23.00 -7.99 -4.08
34 3.00 290.00 0.00 -1.42 -8.23
34 4.00 172.00 16.00 -1.19 -8.57
34 5.00 202.00 0.00 5.84 -6.90
34 6.00 249.00 15.00 6.68 -6.99
34 7.00 102.00 0.00 10.97 -1.81
34 8.00 398.00 18.00 11.16 -0.78
34 9.00 390.00 18.00 9.21 7.34
34 10.00 653.00 0.00 2.61 11.42
34 11.00 449.00 0.00 2.83 9.66
34 12.00 1079.00 nan 3.04 9.39
35 0.00 192.00 15.00 -0.09 0.93
35 1.00 186.00 1.00 -0.28 -9.31
35 2.00 126.00 0.00 0.38 -10.99
35 3.00 335.00 0.00 0.61 -11.66
35 4.00 438.00 14.00 0.27 -8.92
35 5.00 349.00 12.00 5.47 -7.04
35 6.00 261.00 0.00 9.21 -4.15
35 7.00 522.00 0.00 9.63 -3.70
35 8.00 245.00 8.00 9.50 -6.35
35 9.00 423.00 34.00 7.76 -3.60
35 10.00 103.00 107.00 11.59 -0.25
35 11.00 134.00 1.00 9.81 -4.56
35 12.00 215.00 0.00 9.09 -6.22
35 13.00 554.00 12.00 9.33 -6.38
35 14.00 237.00 0.00 10.79 -0.95
35 15.00 395.00 14.00 10.84 0.64
35 16.00 548.00 9.00 9.96 6.15
35 17.00 178.00 0.00 7.53 8.77
35 18.00 394.00 13.00 6.65 9.89
35 19.00 361.00 8.00 9.97 5.94
35 20.00 160.00 0.00 10.25 4.76
35 21.00 366.00 43.00 10.12 3.87
35 22.00 144.00 0.00 2.15 10.93
35 23.00 281.00 1.00 1.48 11.50
35 24.00 229.00 13.00 1.33 9.30
35 25.00 114.00 0.00 -2.42 8.93
35 26.00 483.00 13.00 -4.17 8.72
35 27.00 299.00 0.00 -7.82 5.39
35 28.00 145.00 8.00 -8.33 4.90
35 29.00 188.00 0.00 -9.98 0.95
35 30.00 440.00 7.00 -9.78 -0.06
35 31.00 157.00 0.00 -9.08 -3.34
35 32.00 367.00 10.00 -8.79 -4.92
35 33.00 217.00 0.00 -6.23 -8.67
35 34.00 485.00 1.00 -5.35 -9.50
35 35.00 462.00 0.00 -5.17 -6.70
35 36.00 454.00 nan -5.31 -6.45
36 0.00 236.00 25.00 -0.61 1.40
36 1.00 125.00 0.00 0.36 -9.11
36 2.00 332.00 4.00 0.80 -8.74
36 3.00 459.00 24.00 1.24 -11.12
36 4.00 212.00 0.00 8.40 -7.77
36 5.00 331.00 19.00 8.47 -7.67
36 6.00 324.00 0.00 11.10 -0.20
36 7.00 512.00 14.00 10.84 -0.18
36 8.00 113.00 0.00 7.77 6.18
36 9.00 428.00 23.00 7.57 6.75
36 10.00 337.00 50.00 10.66 -0.27
36 11.00 324.00 88.00 0.23 8.98
36 12.00 758.00 1.00 -7.34 6.25
36 13.00 224.00 0.00 -7.25 8.29
36 14.00 452.00 nan -7.12 8.47
37 0.00 197.00 115.00 -0.17 0.95
37 1.00 143.00 0.00 -1.36 -9.89
37 2.00 545.00 17.00 -1.36 -10.89
37 3.00 242.00 0.00 6.01 -9.93
37 4.00 273.00 15.00 6.38 -9.85
37 5.00 262.00 38.00 -1.47 -10.79
37 6.00 379.00 0.00 10.90 -3.53
37 7.00 506.00 0.00 10.86 -2.98
37 8.00 411.00 0.00 10.56 -0.89
37 9.00 248.00 2.00 10.95 -0.33
37 10.00 266.00 0.00 9.02 -2.60
37 11.00 311.00 0.00 8.73 -2.64
37 12.00 396.00 0.00 9.24 -0.79
37 13.00 498.00 0.00 10.89 -0.81
37 14.00 126.00 0.00 11.21 -1.58
37 15.00 719.00 23.00 11.04 -3.13
37 16.00 155.00 0.00 9.20 4.93
37 17.00 1153.00 0.00 9.54 4.68
37 18.00 265.00 0.00 7.50 4.86
37 19.00 232.00 16.00 7.22 5.03
37 20.00 377.00 0.00 2.38 9.25
37 21.00 462.00 0.00 2.71 9.13
37 22.00 139.00 19.00 2.46 10.97
37 23.00 128.00 0.00 -4.51 8.00
37 24.00 378.00 21.00 -5.15 7.76
37 25.00 345.00 0.00 -9.48 1.77
37 26.00 118.00 11.00 -9.83 1.38
37 27.00 173.00 0.00 -8.83 -4.99
37 28.00 465.00 0.00 -8.37 -6.10
37 29.00 267.00 20.00 -8.42 -4.20
37 30.00 173.00 0.00 -3.18 -10.52
37 31.00 313.00 nan -1.65 -11.24
38 0.00 232.00 0.00 -0.58 1.31
38 1.00 139.00 19.00 -1.19 -1.11
38 2.00 127.00 0.00 -3.27 -9.63
38 3.00 715.00 18.00 -3.00 -10.48
38 4.00 199.00 0.00 4.27 -10.70
38 5.00 276.00 24.00 4.75 -10.32
38 6.00 150.00 0.00 10.64 -3.56
38 7.00 394.00 18.00 9.85 -3.92
38 8.00 518.00 19.00 10.06 3.91
38 9.00 121.00 0.00 3.64 8.60
38 10.00 294.00 18.00 3.70 8.93
38 11.00 322.00 23.00 -4.05 8.70
38 12.00 385.00 21.00 -9.54 3.01
38 13.00 380.00 0.00 -9.12 -4.58
38 14.00 439.00 nan -9.13 -5.01
39 0.00 176.00 17.00 -0.60 1.32
39 1.00 144.00 3.00 -2.08 -8.68
39 2.00 191.00 0.00 -3.92 -9.61
39 3.00 237.00 7.00 -4.00 -10.10
39 4.00 334.00 11.00 1.55 -11.11
