trl_n curr_stim_level search nitems curr_target
251 3 0 8 2
252 3 1 8 2
253 3 0 4 2
254 3 0 12 2
255 3 1 4 2
256 3 1 12 1
257 3 0 12 1
258 3 0 12 1
259 3 1 4 1
260 3 0 4 1
261 3 0 8 2
262 3 1 8 2
263 3 1 12 2
264 3 0 12 1
265 3 0 4 1
266 3 1 8 2
267 3 0 8 2
268 3 1 4 1
269 3 1 4 1
270 3 1 4 2
271 3 0 12 1
272 3 0 4 1
273 3 0 12 2
274 3 1 4 2
275 3 1 4 2
276 3 0 4 2
277 3 1 4 2
278 3 1 12 2
279 3 0 4 1
280 3 1 12 2
281 3 1 8 1
282 3 0 8 2
283 3 0 8 1
284 3 0 4 1
285 3 1 8 1
286 3 0 12 1
287 3 0 4 1
288 3 1 8 1
289 3 0 12 2
290 3 1 4 1
291 3 0 12 2
292 3 0 12 2
293 3 0 4 1
294 3 1 8 1
295 3 0 4 1
296 3 0 12 1
297 3 0 4 2
298 3 1 12 1
299 3 1 12 2
300 3 1 8 2
301 3 1 4 2
302 3 1 12 2
303 3 0 12 2
304 3 1 8 1
305 3 0 8 1
306 3 1 12 1
307 3 1 12 2
308 3 1 8 1
309 3 0 12 2
310 3 0 12 1
311 3 0 4 2
312 3 1 12 1
313 3 0 8 2
314 3 0 8 1
315 3 0 12 1
316 3 0 12 1
317 3 1 8 1
318 3 1 12 2
319 3 0 8 2
320 3 0 8 2
321 3 1 4 1
322 3 1 12 1
323 3 0 12 2
324 3 0 8 1
325 3 1 8 1
326 3 0 8 1
327 3 1 4 1
328 3 1 12 2
329 3 0 12 1
330 3 1 8 2
331 3 0 8 1
332 3 0 8 2
333 3 0 4 2
334 3 1 8 2
335 3 0 4 2
336 3 1 8 2
337 3 1 12 1
338 3 0 12 2
339 3 1 4 1
340 3 1 4 2
341 3 1 8 2
342 3 0 4 2
343 3 1 4 2
344 3 1 12 1
345 3 1 8 1
346 3 0 8 1
347 3 1 4 2
348 3 1 12 1
349 3 0 8 2
350 3 0 4 1
351 3 1 12 2
352 3 0 12 2
353 3 1 4 1
354 3 0 8 2
355 3 1 12 2
356 3 1 8 2
357 3 1 12 1
358 3 1 4 1
359 3 0 8 1
360 3 0 8 1
361 1 0 4 1
362 1 0 12 2
363 1 1 12 2
364 1 1 4 1
365 1 1 8 1
366 1 0 4 2
367 1 1 8 2
368 1 1 12 1
369 1 0 4 2
370 1 1 12 1
371 1 1 8 1
372 1 1 12 2
373 1 1 12 1
374 1 0 8 1
375 1 0 4 1
376 1 1 8 2
377 1 1 8 2
378 1 1 8 2
379 1 1 12 2
380 1 1 8 1
381 1 0 8 1
382 1 0 12 1
383 1 0 4 1
384 1 0 12 2
385 1 0 12 2
386 1 0 8 2
387 1 1 8 2
388 1 1 4 2
389 1 0 4 2
390 1 0 4 2
391 1 1 8 1
392 1 0 4 1
393 1 0 8 1
394 1 0 8 2
395 1 0 12 2
396 1 1 12 1
397 1 0 8 1
398 1 1 4 2
399 1 1 4 2
400 1 0 4 2
401 1 0 12 1
402 1 0 8 2
403 1 1 4 1
404 1 0 4 2
405 1 1 12 2
406 1 0 4 1
407 1 1 12 1
408 1 1 12 1
409 1 0 8 1
410 1 1 4 2
411 1 1 4 1
412 1 0 8 2
413 1 1 8 1
414 1 0 12 1
415 1 0 8 2
416 1 0 4 1
417 1 1 4 1
418 1 1 4 1
419 1 1 8 2
420 1 0 8 2
421 1 1 8 1
422 1 1 12 2
423 1 1 12 1
424 1 1 12 2
425 1 0 8 2
426 1 1 4 1
427 1 1 8 1
428 1 1 12 2
429 1 1 8 2
430 1 0 12 2
431 1 1 4 1
432 1 0 12 1
433 1 0 8 1
434 1 1 4 2
435 1 0 12 1
436 1 0 12 2
437 1 0 12 2
438 1 0 8 1
439 1 0 4 1
440 1 0 8 1
441 1 0 12 1
442 1 0 8 2
443 1 1 4 2
444 1 1 12 2
445 1 1 12 1
446 1 0 12 2
447 1 0 12 2
448 1 1 12 1
449 1 1 12 1
450 1 1 12 2
451 1 1 8 1
452 1 0 4 1
453 1 1 4 2
454 1 0 12 1
455 1 0 4 2
456 1 1 8 1
457 1 0 8 2
458 1 1 8 1
459 1 0 12 2
460 1 1 4 1
461 1 1 4 2
462 1 0 8 1
463 1 0 8 1
464 1 1 12 2
465 1 1 4 1
466 1 0 12 1
467 1 0 4 2
468 1 1 4 1
469 1 0 12 1
470 1 0 4 2
471 1 0 4 2
472 1 0 12 1
473 1 0 4 1
474 1 1 8 2
475 1 1 4 2
476 1 0 4 1
477 1 1 8 2
478 1 1 8 2
479 1 0 8 2
480 1 1 4 2
