trl_n curr_stim_level search nitems curr_target
212 3 1 12 1
213 3 1 8 2
214 3 0 8 1
215 3 0 4 2
216 3 0 12 1
217 3 0 4 2
218 3 1 8 1
219 3 1 4 2
220 3 1 12 1
221 3 1 4 1
222 3 0 12 1
223 3 0 4 2
224 3 1 12 1
225 3 0 8 2
226 3 0 12 2
227 3 0 12 2
228 3 1 12 2
229 3 1 4 2
230 3 1 12 2
231 3 0 8 2
232 3 0 8 1
233 3 0 4 1
234 3 0 8 2
235 3 1 12 1
236 3 1 4 1
237 3 0 12 2
238 3 1 8 2
239 3 0 8 2
240 3 0 8 1
241 1 1 4 1
242 1 0 12 2
243 1 1 4 1
244 1 1 12 1
245 1 0 4 1
246 1 1 4 2
247 1 1 12 1
248 1 1 8 2
249 1 1 4 2
250 1 0 4 2
251 1 0 12 1
252 1 0 4 1
253 1 0 4 2
254 1 1 8 2
255 1 0 4 1
256 1 1 4 2
257 1 1 8 1
258 1 1 8 2
259 1 1 12 2
260 1 0 8 1
261 1 0 8 1
262 1 1 12 2
263 1 1 8 1
264 1 1 8 2
265 1 1 8 1
266 1 1 8 1
267 1 0 8 2
268 1 1 4 2
269 1 0 12 2
270 1 0 8 2
271 1 0 12 2
272 1 0 4 1
273 1 0 4 1
274 1 1 12 1
275 1 0 8 1
276 1 1 4 2
277 1 0 8 2
278 1 0 4 2
279 1 0 4 2
280 1 1 4 2
281 1 0 4 1
282 1 1 8 1
283 1 0 4 1
284 1 0 12 2
285 1 0 8 1
286 1 0 4 1
287 1 1 4 1
288 1 1 4 2
289 1 1 12 1
290 1 0 12 2
291 1 1 8 2
292 1 0 12 1
293 1 0 12 1
294 1 1 12 2
295 1 0 8 1
296 1 1 4 2
297 1 0 8 1
298 1 0 4 2
299 1 0 12 2
300 1 1 12 1
301 1 1 4 1
302 1 0 12 1
303 1 0 12 1
304 1 0 8 2
305 1 1 4 2
306 1 1 8 1
307 1 0 8 1
308 1 0 12 1
309 1 0 4 2
310 1 0 4 1
311 1 0 8 2
312 1 0 12 1
313 1 1 12 2
314 1 1 8 1
315 1 1 12 1
316 1 0 8 2
317 1 1 12 1
318 1 1 8 1
319 1 0 12 2
320 1 1 8 2
321 1 0 4 2
322 1 0 8 2
323 1 0 4 2
324 1 1 4 1
325 1 1 12 2
326 1 1 12 1
327 1 1 12 1
328 1 1 8 2
329 1 0 8 2
330 1 1 12 2
331 1 0 8 2
332 1 0 8 1
333 1 0 8 2
334 1 0 4 2
335 1 1 4 1
336 1 1 8 1
337 1 1 12 1
338 1 1 12 2
339 1 1 8 1
340 1 1 4 1
341 1 1 12 2
342 1 1 8 2
343 1 0 4 1
344 1 1 8 2
345 1 0 8 1
346 1 1 4 1
347 1 0 8 1
348 1 0 12 1
349 1 0 4 2
350 1 1 8 2
351 1 0 12 2
352 1 1 4 1
353 1 1 12 2
354 1 0 12 2
355 1 1 4 2
356 1 1 12 2
357 1 1 4 1
358 1 0 12 1
359 1 0 12 2
360 1 0 12 1
361 2 1 12 1
362 2 0 8 2
363 2 0 4 1
364 2 0 8 1
365 2 1 12 1
366 2 0 4 1
367 2 1 8 2
368 2 1 12 2
369 2 0 12 2
370 2 0 4 2
371 2 1 12 1
372 2 0 8 1
373 2 1 8 1
374 2 0 4 1
375 2 1 12 2
376 2 0 8 1
377 2 1 12 1
378 2 0 12 1
379 2 1 4 2
380 2 0 12 1
381 2 0 4 2
382 2 1 4 1
383 2 0 4 2
384 2 1 4 1
385 2 1 4 2
386 2 1 4 2
387 2 0 8 1
388 2 0 12 1
389 2 0 8 2
390 2 1 4 2
391 2 1 12 2
392 2 0 8 1
393 2 0 4 2
394 2 1 4 2
395 2 1 8 2
396 2 0 4 1
397 2 1 12 2
398 2 0 8 2
399 2 0 4 1
400 2 0 4 2
401 2 1 4 1
402 2 0 12 1
403 2 0 4 1
404 2 0 8 1
405 2 0 12 1
406 2 1 4 2
407 2 0 4 2
408 2 0 12 2
409 2 1 8 1
410 2 1 12 1
411 2 0 8 2
412 2 1 12 1
413 2 1 4 1
414 2 0 4 2
415 2 1 8 1
416 2 0 12 2
417 2 1 8 1
418 2 0 8 1
419 2 1 8 2
420 2 0 4 2
421 2 0 12 2
422 2 0 12 1
423 2 1 4 2
424 2 1 12 1
425 2 1 8 1
426 2 1 8 2
427 2 0 4 1
428 2 0 4 2
429 2 0 12 1
430 2 1 8 1
431 2 0 4 1
432 2 1 4 1
433 2 1 4 1
434 2 0 8 2
435 2 1 12 2
436 2 1 8 2
437 2 1 4 2
438 2 0 12 1
439 2 0 8 1
440 2 1 8 1
441 2 0 12 2
442 2 1 4 2
443 2 1 12 1
444 2 1 12 1
445 2 0 8 1
446 2 0 12 2
447 2 1 8 2
448 2 1 4 1
449 2 1 8 1
450 2 1 8 2
451 2 0 12 1
452 2 0 8 2
453 2 0 4 1
454 2 1 12 2
455 2 0 8 1
456 2 1 8 2
457 2 0 4 2
458 2 0 8 2
459 2 1 4 1
460 2 1 12 1
461 2 1 4 1
462 2 0 12 2
463 2 1 8 1
464 2 1 8 2
465 2 1 4 2
466 2 0 4 1
467 2 0 12 1
468 2 1 8 1
469 2 0 12 2
470 2 1 8 2
471 2 0 12 2
472 2 1 12 2
473 2 0 12 2
474 2 1 12 2
475 2 0 8 2
476 2 1 4 1
477 2 0 8 2
478 2 0 8 2
479 2 1 12 2
480 2 1 12 2
