trl_n curr_stim_level search nitems curr_target
172 0 0 8 1
173 0 0 12 1
174 0 1 12 1
175 0 1 8 1
176 0 0 4 2
177 0 1 12 2
178 0 0 12 2
179 0 1 12 1
180 0 1 4 2
181 0 1 12 1
182 0 0 4 2
183 0 1 12 1
184 0 1 8 2
185 0 0 8 1
186 0 0 8 1
187 0 1 12 1
188 0 0 12 1
189 0 1 4 1
190 0 0 12 2
191 0 1 8 2
192 0 0 12 2
193 0 1 8 2
194 0 1 8 1
195 0 1 4 1
196 0 0 8 2
197 0 0 4 2
198 0 0 4 2
199 0 0 12 2
200 0 0 12 2
201 0 0 12 1
202 0 1 12 2
203 0 1 12 1
204 0 0 8 1
205 0 1 4 2
206 0 1 8 1
207 0 0 4 2
208 0 1 8 2
209 0 1 4 1
210 0 1 8 1
211 0 0 8 2
212 0 1 4 1
213 0 1 12 2
214 0 0 4 1
215 0 0 4 1
216 0 1 4 2
217 0 0 8 1
218 0 0 12 1
219 0 0 12 2
220 0 0 8 2
221 0 1 12 2
222 0 1 4 2
223 0 1 8 1
224 0 1 8 2
225 0 1 12 2
226 0 1 4 1
227 0 0 4 2
228 0 1 8 2
229 0 0 4 1
230 0 1 8 1
231 0 0 12 1
232 0 1 4 2
233 0 1 8 2
234 0 1 4 2
235 0 1 8 1
236 0 0 8 2
237 0 1 8 1
238 0 0 4 1
239 0 1 4 2
240 0 0 8 2
241 3 0 4 2
242 3 0 12 2
243 3 0 8 2
244 3 0 4 2
245 3 0 8 2
246 3 1 12 2
247 3 1 8 2
248 3 0 4 2
249 3 1 4 2
250 3 0 12 1
251 3 1 4 1
252 3 0 12 2
253 3 1 12 2
254 3 0 4 1
255 3 0 8 2
256 3 1 8 2
257 3 0 8 2
258 3 1 8 2
259 3 1 8 2
260 3 1 8 1
261 3 0 8 1
262 3 1 4 2
263 3 1 12 1
264 3 0 4 1
265 3 0 8 1
266 3 0 4 2
267 3 0 8 1
268 3 0 4 1
269 3 1 12 1
270 3 0 8 1
271 3 1 12 2
272 3 0 4 2
273 3 1 4 2
274 3 1 8 1
275 3 0 4 1
276 3 0 4 1
277 3 1 8 1
278 3 0 8 2
279 3 0 12 1
280 3 1 4 2
281 3 1 12 2
282 3 1 4 2
283 3 1 12 1
284 3 1 8 1
285 3 1 8 1
286 3 1 8 2
287 3 0 4 1
288 3 0 4 2
289 3 0 12 2
290 3 0 12 1
291 3 0 12 1
292 3 0 12 1
293 3 1 8 1
294 3 1 4 1
295 3 0 12 2
296 3 1 12 1
297 3 0 12 2
298 3 0 8 1
299 3 1 4 1
300 3 1 4 1
301 3 1 4 1
302 3 1 12 2
303 3 0 12 2
304 3 1 8 1
305 3 0 8 1
306 3 0 8 2
307 3 0 12 1
308 3 0 8 1
309 3 1 4 2
310 3 1 4 1
311 3 1 12 1
312 3 1 8 1
313 3 1 8 2
314 3 0 12 1
315 3 1 4 2
316 3 1 4 2
317 3 0 4 1
318 3 0 4 2
319 3 1 12 2
320 3 1 12 2
321 3 0 8 1
322 3 1 8 1
323 3 0 12 2
324 3 1 12 1
325 3 0 4 1
326 3 0 8 2
327 3 1 12 1
328 3 0 4 1
329 3 1 12 2
330 3 1 8 2
331 3 1 12 1
332 3 1 4 2
333 3 0 4 2
334 3 1 8 2
335 3 0 12 1
336 3 1 12 2
337 3 1 12 2
338 3 0 8 2
339 3 0 4 2
340 3 1 4 1
341 3 0 8 1
342 3 0 12 1
343 3 0 12 2
344 3 1 8 2
345 3 0 12 2
346 3 1 4 1
347 3 1 8 1
348 3 1 4 1
349 3 0 12 1
350 3 1 12 1
351 3 0 8 2
352 3 0 12 2
353 3 1 4 2
354 3 1 4 1
355 3 1 12 1
356 3 0 8 1
357 3 0 4 1
358 3 1 8 2
359 3 0 4 2
360 3 0 8 2
361 1 1 8 2
362 1 1 8 1
363 1 1 8 2
364 1 1 8 1
365 1 0 12 1
366 1 1 8 2
367 1 1 4 2
368 1 0 12 2
369 1 0 4 2
370 1 1 8 2
371 1 0 8 1
372 1 1 8 2
373 1 0 4 2
374 1 1 12 1
375 1 1 8 1
376 1 0 4 1
377 1 1 12 1
378 1 1 4 2
379 1 1 4 2
380 1 0 4 1
381 1 0 4 2
382 1 1 8 1
383 1 0 4 2
384 1 0 12 2
385 1 0 8 1
386 1 0 4 2
387 1 0 4 1
388 1 1 12 1
389 1 0 12 2
390 1 1 4 1
391 1 1 4 1
392 1 1 8 1
393 1 0 4 1
394 1 1 12 2
395 1 1 8 2
396 1 0 8 2
397 1 1 12 2
398 1 0 12 1
399 1 1 4 2
400 1 0 8 1
401 1 0 12 1
402 1 1 4 1
403 1 1 8 1
404 1 0 8 1
405 1 0 8 2
406 1 1 12 2
407 1 1 4 2
408 1 0 8 2
409 1 1 12 2
410 1 0 8 1
411 1 1 12 2
412 1 0 12 1
413 1 0 8 2
414 1 0 4 2
415 1 0 8 1
416 1 1 12 2
417 1 1 12 1
418 1 1 4 1
419 1 0 12 1
420 1 0 8 2
421 1 0 4 1
422 1 0 8 1
423 1 0 12 1
424 1 0 12 1
425 1 1 12 2
426 1 0 8 2
427 1 0 12 1
428 1 1 12 1
429 1 1 8 1
430 1 1 12 1
431 1 0 8 2
432 1 0 4 2
433 1 1 12 1
434 1 1 4 2
435 1 0 12 2
436 1 0 4 2
437 1 1 4 1
438 1 0 4 1
439 1 1 8 2
440 1 0 4 1
441 1 1 8 1
442 1 1 4 1
443 1 0 12 2
444 1 1 12 1
445 1 1 4 2
446 1 0 12 1
447 1 0 8 2
448 1 1 4 1
449 1 0 4 1
450 1 0 12 2
451 1 0 12 2
452 1 0 12 1
453 1 0 4 2
454 1 1 4 1
455 1 1 8 1
456 1 1 4 1
457 1 1 8 1
458 1 0 12 2
459 1 0 8 1
460 1 1 8 2
461 1 1 12 1
462 1 1 8 2
463 1 1 12 2
464 1 0 8 1
465 1 1 4 2
466 1 1 4 2
467 1 0 4 1
468 1 0 12 2
469 1 0 8 1
470 1 1 4 2
471 1 1 12 1
472 1 1 12 2
473 1 0 8 2
474 1 1 8 2
475 1 0 4 2
476 1 0 12 2
477 1 1 4 1
478 1 0 4 1
479 1 1 12 2
480 1 0 8 2
