# minimum duration: 100
# smoothing window: 30
# velocity threshold: 50
# dispersion threshold: 1
trl fix_id fdur sdur xpos ypos
1 51.00 101.00 1.00 -3.93 -3.89
1 52.00 290.00 4.00 -3.03 -9.41
1 53.00 359.00 0.00 -1.56 -11.16
1 54.00 223.00 5.00 -1.87 -11.61
1 55.00 194.00 0.00 -4.97 -10.32
1 56.00 297.00 7.00 -6.35 -9.70
1 57.00 206.00 98.00 -3.40 -11.23
1 58.00 371.00 0.00 -9.25 -6.57
1 59.00 183.00 7.00 -10.50 -6.04
1 60.00 110.00 0.00 -11.30 -3.56
1 61.00 514.00 10.00 -12.21 -0.81
1 62.00 413.00 0.00 -9.82 3.38
1 63.00 415.00 7.00 -9.21 3.90
1 64.00 498.00 0.00 -5.60 6.91
1 65.00 110.00 13.00 -5.37 6.91
1 66.00 445.00 12.00 -0.33 8.43
1 67.00 304.00 0.00 4.11 7.37
1 68.00 130.00 52.00 5.41 7.16
1 69.00 184.00 0.00 7.46 4.73
1 70.00 311.00 13.00 8.13 4.13
1 71.00 313.00 0.00 9.34 -0.10
1 72.00 561.00 0.00 9.22 -1.19
1 73.00 353.00 15.00 10.77 -1.43
1 74.00 244.00 0.00 8.81 -5.39
1 75.00 580.00 8.00 7.13 -7.34
1 76.00 166.00 0.00 5.11 -9.00
1 77.00 882.00 13.00 3.01 -10.83
1 78.00 225.00 0.00 0.07 -11.68
1 79.00 405.00 97.00 -1.95 -12.01
1 80.00 214.00 0.00 -2.09 -8.37
1 81.00 612.00 7.00 -2.16 -11.76
1 82.00 461.00 0.00 -5.63 -10.78
1 83.00 252.00 nan -6.55 -10.48
2 nan nan nan nan nan
3 0.00 212.00 17.00 -0.75 -0.67
3 1.00 121.00 0.00 -10.54 -1.45
3 2.00 299.00 0.00 -10.44 -3.11
3 3.00 304.00 0.00 -11.33 -4.42
3 4.00 370.00 14.00 -9.68 -2.92
3 5.00 147.00 0.00 -7.02 -6.33
3 6.00 296.00 9.00 -6.26 -6.58
3 7.00 184.00 0.00 -2.64 -9.05
3 8.00 300.00 5.00 -1.35 -9.22
3 9.00 211.00 0.00 2.57 -9.00
3 10.00 310.00 9.00 4.01 -8.77
3 11.00 266.00 0.00 7.18 -5.10
3 12.00 314.00 6.00 8.52 -5.57
3 13.00 106.00 0.00 9.74 -1.42
3 14.00 413.00 10.00 10.20 -0.76
3 15.00 435.00 0.00 9.77 4.12
3 16.00 135.00 8.00 9.85 4.49
3 17.00 376.00 9.00 7.06 8.31
3 18.00 145.00 0.00 3.30 10.40
3 19.00 323.00 9.00 2.01 10.88
3 20.00 346.00 13.00 -2.96 10.17
3 21.00 209.00 0.00 -6.70 7.52
3 22.00 236.00 12.00 -7.23 6.91
3 23.00 196.00 0.00 -10.08 3.39
3 24.00 274.00 8.00 -10.06 2.58
3 25.00 196.00 0.00 -9.62 -1.17
3 26.00 445.00 0.00 -9.71 -2.32
3 27.00 188.00 0.00 -11.44 -3.27
3 28.00 131.00 15.00 -11.61 -4.07
3 29.00 297.00 0.00 -7.31 -7.85
3 30.00 331.00 12.00 -7.66 -8.69
3 31.00 165.00 0.00 -3.45 -10.74
3 32.00 255.00 9.00 -2.42 -11.21
3 33.00 285.00 0.00 2.69 -10.64
3 34.00 342.00 0.00 2.74 -10.58
3 35.00 109.00 11.00 1.81 -10.67
3 36.00 446.00 13.00 6.40 -8.23
3 37.00 200.00 0.00 9.08 -4.14
3 38.00 584.00 15.00 8.97 -2.95
3 39.00 639.00 25.00 9.06 2.39
3 40.00 354.00 0.00 6.11 7.13
3 41.00 223.00 10.00 6.47 7.16
3 42.00 531.00 10.00 1.15 8.70
3 43.00 189.00 0.00 -2.97 8.10
3 44.00 496.00 8.00 -3.64 7.98
3 45.00 385.00 17.00 -7.31 5.42
3 46.00 188.00 0.00 -9.99 2.04
3 47.00 310.00 8.00 -10.50 0.66
3 48.00 218.00 0.00 -10.35 -3.39
3 49.00 217.00 12.00 -10.55 -4.53
3 50.00 370.00 20.00 -8.07 -8.12
3 51.00 146.00 0.00 -3.90 -10.34
3 52.00 108.00 0.00 -2.31 -11.21
3 53.00 147.00 4.00 -1.88 -11.33
3 54.00 471.00 0.00 2.11 -10.79
3 55.00 106.00 15.00 2.07 -10.58
3 56.00 216.00 nan 1.07 -4.40
4 nan nan nan nan nan
5 0.00 191.00 19.00 0.06 -0.49
5 1.00 178.00 0.00 -10.64 -2.05
5 2.00 412.00 26.00 -11.73 -2.53
5 3.00 360.00 18.00 -7.60 -9.17
5 4.00 278.00 0.00 -0.71 -11.50
5 5.00 167.00 16.00 -0.19 -11.57
5 6.00 454.00 17.00 7.38 -7.99
5 7.00 269.00 0.00 10.18 -0.05
5 8.00 224.00 13.00 9.50 0.03
5 9.00 207.00 0.00 5.90 6.32
5 10.00 293.00 13.00 5.35 6.77
5 11.00 274.00 0.00 -1.55 8.31
5 12.00 254.00 19.00 -0.98 8.69
5 13.00 190.00 0.00 -8.07 5.34
5 14.00 358.00 17.00 -8.02 5.02
5 15.00 187.00 0.00 -12.01 -1.05
5 16.00 408.00 20.00 -12.24 -2.20
5 17.00 165.00 0.00 -8.71 -8.06
5 18.00 190.00 16.00 -7.61 -8.89
5 19.00 194.00 0.00 -0.98 -10.89
5 20.00 174.00 15.00 -0.43 -10.92
5 21.00 585.00 23.00 6.95 -6.84
5 22.00 115.00 0.00 9.63 0.74
5 23.00 334.00 0.00 9.82 1.61
5 24.00 244.00 19.00 10.50 0.87
5 25.00 223.00 nan 1.08 3.31
6 0.00 214.00 18.00 -0.06 0.45
6 1.00 222.00 34.00 -9.60 -1.30
6 2.00 186.00 0.00 -10.03 -3.41
6 3.00 104.00 0.00 -10.98 -3.46
6 4.00 188.00 20.00 -11.22 -3.41
6 5.00 147.00 0.00 -5.94 -8.00
6 6.00 244.00 14.00 -5.57 -8.74
6 7.00 169.00 0.00 2.26 -9.18
6 8.00 447.00 109.00 2.18 -10.22
6 9.00 413.00 18.00 7.86 -6.12
6 10.00 141.00 0.00 8.66 0.79
6 11.00 189.00 14.00 8.29 1.27
6 12.00 131.00 0.00 3.62 7.27
6 13.00 206.00 13.00 3.28 7.72
6 14.00 207.00 0.00 -3.95 8.22
6 15.00 537.00 0.00 -3.75 8.47
6 16.00 273.00 0.00 -2.99 9.72
6 17.00 538.00 17.00 -4.46 8.45
6 18.00 871.00 nan 3.04 8.31
7 nan nan nan nan nan
8 0.00 164.00 21.00 -0.34 0.22
8 1.00 134.00 0.00 -11.76 -1.05
8 2.00 239.00 0.00 -11.58 -1.93
8 3.00 656.00 16.00 -11.80 -2.89
8 4.00 316.00 16.00 -8.44 -7.80
8 5.00 279.00 0.00 -3.23 -10.31
8 6.00 124.00 6.00 -3.10 -10.43
8 7.00 188.00 0.00 1.96 -10.84
8 8.00 474.00 8.00 1.75 -10.92
8 9.00 389.00 0.00 -2.80 -11.18
8 10.00 255.00 11.00 -4.15 -11.12
8 11.00 398.00 0.00 -8.33 -7.93
8 12.00 381.00 0.00 -8.74 -7.86
8 13.00 374.00 4.00 -7.15 -7.92
8 14.00 232.00 0.00 -4.07 -10.05
8 15.00 625.00 nan -3.87 -10.24
9 0.00 179.00 19.00 -0.79 0.46
9 1.00 210.00 0.00 -11.11 0.10
9 2.00 487.00 27.00 -12.13 -0.32
9 3.00 507.00 52.00 -8.92 -7.38
9 4.00 687.00 19.00 -1.63 -11.30
9 5.00 492.00 18.00 -8.17 -8.19
9 6.00 342.00 nan -5.81 -0.28
10 nan nan nan nan nan
11 nan nan nan nan nan
12 nan nan nan nan nan
13 nan nan nan nan nan
14 0.00 194.00 24.00 -0.64 0.21
14 1.00 147.00 0.00 -9.87 -3.67
14 2.00 281.00 34.00 -11.03 -4.70
14 3.00 157.00 0.00 2.75 -9.11
14 4.00 479.00 32.00 3.04 -10.02
14 5.00 271.00 0.00 9.46 3.33
14 6.00 199.00 26.00 8.51 3.53
14 7.00 183.00 0.00 -4.61 8.33
14 8.00 339.00 29.00 -5.38 8.09
14 9.00 479.00 140.00 8.41 3.83
14 10.00 139.00 0.00 -9.47 -4.18
14 11.00 414.00 0.00 -9.78 -4.41
14 12.00 165.00 26.00 -10.82 -4.87
14 13.00 194.00 10.00 -3.64 5.97
14 14.00 124.00 nan -2.52 1.53
15 nan nan nan nan nan
16 0.00 168.00 19.00 -0.26 0.10
16 1.00 154.00 3.00 -10.60 0.99
16 2.00 146.00 0.00 -11.50 0.98
16 3.00 272.00 9.00 -11.72 0.65
16 4.00 209.00 0.00 -10.40 -3.73
16 5.00 104.00 7.00 -10.32 -3.92
16 6.00 151.00 0.00 -7.27 -7.37
16 7.00 236.00 11.00 -6.82 -8.16
16 8.00 146.00 0.00 -1.57 -10.46
16 9.00 256.00 6.00 -1.44 -10.70
16 10.00 101.00 0.00 3.51 -10.22
16 11.00 265.00 7.00 3.93 -10.00
16 12.00 380.00 11.00 8.33 -7.25
16 13.00 422.00 71.00 10.46 -2.26
16 14.00 328.00 11.00 9.93 2.34
16 15.00 158.00 0.00 7.38 6.45
16 16.00 163.00 7.00 7.13 6.73
16 17.00 272.00 0.00 1.94 8.66
16 18.00 343.00 0.00 1.53 8.83
16 19.00 204.00 1.00 0.07 8.73
16 20.00 235.00 8.00 1.38 10.62
16 21.00 318.00 4.00 5.02 7.77
16 22.00 212.00 0.00 1.84 8.15
16 23.00 186.00 102.00 1.81 8.51
16 24.00 186.00 0.00 2.08 8.34
16 25.00 421.00 nan 1.93 9.14
17 0.00 169.00 20.00 -0.17 0.34
17 1.00 167.00 0.00 -10.94 -0.60
17 2.00 310.00 38.00 -12.16 -1.22
17 3.00 149.00 0.00 -1.67 -9.80
17 4.00 390.00 32.00 -0.62 -10.94
17 5.00 606.00 0.00 9.32 -0.22
17 6.00 308.00 nan 10.90 0.53
18 0.00 167.00 22.00 0.25 0.29
18 1.00 152.00 14.00 -9.51 -2.91
18 2.00 207.00 0.00 -10.49 -4.12
18 3.00 205.00 32.00 -11.00 -4.14
18 4.00 341.00 0.00 3.15 -9.06
18 5.00 176.00 0.00 3.28 -10.57
18 6.00 138.00 53.00 2.60 -10.97
18 7.00 304.00 0.00 9.57 4.04
18 8.00 209.00 27.00 8.77 2.84
18 9.00 505.00 0.00 -4.78 8.12
18 10.00 567.00 nan -3.32 8.37
19 0.00 158.00 19.00 -0.11 0.24
19 1.00 224.00 0.00 -10.05 -0.61
19 2.00 149.00 0.00 -11.00 0.28
19 3.00 227.00 76.00 -12.29 0.26
19 4.00 219.00 0.00 -10.06 -4.02
19 5.00 383.00 0.00 -11.22 -4.54
19 6.00 148.00 2.00 -9.48 -4.79
19 7.00 218.00 0.00 -7.07 -6.84
19 8.00 296.00 0.00 -6.58 -8.08
19 9.00 517.00 9.00 -5.64 -8.91
19 10.00 288.00 0.00 -8.84 -5.76
19 11.00 575.00 nan -8.31 -5.65
20 0.00 163.00 19.00 0.43 0.48
20 1.00 293.00 15.00 -10.38 0.63
20 2.00 175.00 0.00 -10.23 -3.26
20 3.00 253.00 14.00 -10.59 -3.67
20 4.00 246.00 0.00 -7.01 -7.69
20 5.00 142.00 8.00 -7.66 -7.93
20 6.00 299.00 37.00 -2.77 -10.14
20 7.00 103.00 146.00 3.12 -10.62
20 8.00 358.00 14.00 6.98 -7.88
20 9.00 199.00 0.00 10.00 -2.22
20 10.00 203.00 4.00 10.06 -1.90
20 11.00 267.00 0.00 9.66 2.78
20 12.00 429.00 0.00 9.24 3.40
20 13.00 248.00 2.00 10.87 3.61
20 14.00 124.00 0.00 10.87 0.67
20 15.00 310.00 1.00 10.85 0.18
20 16.00 666.00 nan 10.87 2.94
21 0.00 174.00 20.00 -0.15 0.04
21 1.00 301.00 10.00 -10.73 -0.59
21 2.00 102.00 0.00 -10.70 -3.76
21 3.00 320.00 7.00 -10.56 -4.05
21 4.00 190.00 0.00 -7.05 -6.84
21 5.00 185.00 6.00 -7.47 -7.97
21 6.00 352.00 65.00 -3.72 -9.63
21 7.00 446.00 9.00 -0.19 -12.33
21 8.00 197.00 94.00 3.72 -10.89
21 9.00 346.00 45.00 6.93 -8.09
21 10.00 232.00 0.00 9.71 -2.28
21 11.00 259.00 7.00 9.62 -2.08
21 12.00 136.00 0.00 9.74 2.36
21 13.00 181.00 7.00 9.59 2.66
21 14.00 243.00 0.00 7.11 5.49
21 15.00 212.00 7.00 6.89 5.86
21 16.00 189.00 0.00 2.40 8.32
21 17.00 608.00 109.00 2.25 8.57
21 18.00 217.00 0.00 6.61 6.56
21 19.00 330.00 5.00 7.23 6.91
21 20.00 413.00 0.00 3.57 8.03
21 21.00 368.00 22.00 2.55 8.14
21 22.00 235.00 0.00 1.14 2.28
21 23.00 177.00 0.00 0.99 1.80
21 24.00 291.00 nan 0.66 -0.43
22 nan nan nan nan nan
23 0.00 160.00 20.00 -0.18 0.90
23 1.00 214.00 0.00 -11.19 0.57
23 2.00 321.00 21.00 -11.68 0.47
23 3.00 253.00 0.00 -8.62 -5.75
23 4.00 380.00 43.00 -8.35 -6.70
23 5.00 500.00 21.00 -0.93 -11.18
23 6.00 355.00 16.00 5.51 -9.08
23 7.00 337.00 17.00 10.40 -2.12
23 8.00 128.00 0.00 8.43 5.05
23 9.00 260.00 14.00 8.10 5.31
23 10.00 145.00 0.00 0.96 8.35
23 11.00 509.00 0.00 1.06 8.94
23 12.00 104.00 12.00 1.15 9.35
23 13.00 278.00 0.00 -5.57 7.41
23 14.00 408.00 17.00 -5.48 7.22
23 15.00 283.00 0.00 -11.45 1.93
23 16.00 247.00 18.00 -11.32 1.11
23 17.00 300.00 0.00 -9.04 -5.39
23 18.00 191.00 17.00 -8.80 -5.65
23 19.00 354.00 18.00 -1.99 -8.88
23 20.00 306.00 57.00 6.07 -7.81
23 21.00 337.00 13.00 9.97 -1.16
23 22.00 182.00 nan 8.55 4.39
24 0.00 169.00 19.00 -0.09 0.58
24 1.00 171.00 0.00 -10.63 -0.21
24 2.00 162.00 46.00 -11.72 -0.34
24 3.00 119.00 0.00 -9.47 -5.40
24 4.00 311.00 8.00 -9.87 -5.43
24 5.00 221.00 0.00 -6.98 -8.23
24 6.00 192.00 6.00 -6.72 -9.07
24 7.00 324.00 44.00 -1.75 -10.73
24 8.00 467.00 13.00 3.52 -10.01
24 9.00 441.00 15.00 8.14 -6.58
24 10.00 125.00 0.00 9.87 -0.17
24 11.00 298.00 4.00 9.49 -0.26
24 12.00 270.00 0.00 8.94 3.62
24 13.00 231.00 7.00 8.20 4.26
24 14.00 148.00 0.00 5.12 7.52
24 15.00 772.00 7.00 5.34 8.28
24 16.00 166.00 0.00 0.78 9.57
24 17.00 232.00 6.00 0.50 9.79
24 18.00 195.00 0.00 -3.97 8.43
24 19.00 407.00 4.00 -4.45 8.30
24 20.00 217.00 0.00 -7.28 6.16
24 21.00 203.00 0.00 -8.54 4.90
24 22.00 270.00 5.00 -8.64 4.61
24 23.00 155.00 0.00 -10.14 1.38
24 24.00 248.00 13.00 -10.58 -0.02
24 25.00 249.00 94.00 -9.48 -4.48
24 26.00 339.00 8.00 -6.38 -8.81
24 27.00 234.00 0.00 -9.38 -5.81
24 28.00 104.00 22.00 -8.88 -5.47
24 29.00 111.00 0.00 -1.65 -9.56
24 30.00 257.00 9.00 -0.27 -10.97
24 31.00 306.00 8.00 3.88 -10.03
24 32.00 364.00 37.00 7.73 -7.44
24 33.00 213.00 0.00 10.64 0.03
24 34.00 238.00 8.00 10.13 -0.12
24 35.00 278.00 10.00 8.81 4.10
24 36.00 317.00 9.00 5.05 7.81
24 37.00 323.00 22.00 0.24 9.28
24 38.00 192.00 nan 0.30 1.67
25 0.00 195.00 21.00 -0.08 0.46
25 1.00 131.00 2.00 -9.78 -1.65
25 2.00 159.00 0.00 -10.59 -3.54
25 3.00 252.00 22.00 -10.99 -4.34
25 4.00 203.00 0.00 -5.20 -9.23
25 5.00 158.00 13.00 -5.15 -9.74
25 6.00 161.00 53.00 2.49 -9.85
25 7.00 308.00 18.00 9.07 -4.26
25 8.00 118.00 36.00 9.01 2.78
25 9.00 110.00 0.00 8.46 -4.90
25 10.00 159.00 15.00 8.27 -5.08
25 11.00 298.00 22.00 9.59 3.96
25 12.00 240.00 0.00 3.55 8.16
25 13.00 126.00 13.00 3.83 8.77
25 14.00 307.00 17.00 -3.76 8.15
25 15.00 212.00 35.00 3.33 9.15
25 16.00 116.00 0.00 -9.30 3.47
25 17.00 308.00 16.00 -9.64 3.12
25 18.00 174.00 12.00 -9.66 -3.46
25 19.00 224.00 0.00 -10.07 2.54
25 20.00 458.00 14.00 -9.15 3.14
25 21.00 468.00 16.00 -3.83 8.33
25 22.00 401.00 3.00 -8.95 3.16
25 23.00 479.00 nan -11.08 2.96
26 0.00 171.00 18.00 -0.76 1.07
26 1.00 215.00 0.00 -11.53 1.14
26 2.00 176.00 42.00 -12.39 0.91
26 3.00 204.00 0.00 -3.08 -9.67
26 4.00 281.00 26.00 -2.81 -10.26
26 5.00 314.00 31.00 8.80 -1.69
26 6.00 123.00 0.00 1.35 9.69
26 7.00 426.00 38.00 0.92 10.04
26 8.00 107.00 0.00 -2.05 -1.03
26 9.00 147.00 nan -2.27 -1.32
27 nan nan nan nan nan
28 0.00 179.00 18.00 0.06 0.17
28 1.00 340.00 0.00 -10.77 0.23
28 2.00 287.00 0.00 -10.53 0.73
28 3.00 285.00 7.00 -12.25 0.77
28 4.00 183.00 0.00 -11.11 -3.56
28 5.00 192.00 10.00 -11.26 -4.15
28 6.00 260.00 0.00 -8.00 -8.20
28 7.00 615.00 12.00 -8.01 -8.55
28 8.00 299.00 0.00 -10.82 -3.97
28 9.00 531.00 nan -9.44 -4.20
29 0.00 163.00 22.00 -0.74 0.77
29 1.00 159.00 1.00 -10.88 -1.71
29 2.00 308.00 32.00 -11.93 -3.05
29 3.00 208.00 0.00 0.43 -9.59
29 4.00 207.00 31.00 1.28 -9.90
29 5.00 326.00 28.00 8.34 2.48
29 6.00 306.00 0.00 -3.04 8.29
29 7.00 494.00 0.00 -2.58 9.17
29 8.00 298.00 47.00 -4.41 9.03
29 9.00 237.00 nan -10.81 -3.99
30 nan nan nan nan nan
31 0.00 171.00 17.00 -0.16 0.50
31 1.00 574.00 0.00 -10.16 1.21
31 2.00 127.00 36.00 -11.92 0.96
31 3.00 165.00 0.00 -3.04 -9.26
31 4.00 303.00 32.00 -3.22 -10.31
31 5.00 576.00 30.00 10.59 -1.86
31 6.00 357.00 0.00 2.10 9.12
31 7.00 273.00 0.00 2.13 9.54
31 8.00 537.00 23.00 0.44 9.70
31 9.00 144.00 2.00 -8.59 4.06
31 10.00 279.00 nan -9.88 2.88
32 nan nan nan nan nan
33 nan nan nan nan nan
34 0.00 183.00 17.00 -0.08 0.10
34 1.00 143.00 0.00 -9.86 0.22
34 2.00 205.00 0.00 -10.53 -1.13
34 3.00 217.00 19.00 -11.69 -1.30
34 4.00 181.00 0.00 -8.54 -7.31
34 5.00 209.00 15.00 -8.11 -8.11
34 6.00 250.00 0.00 -1.03 -10.68
34 7.00 129.00 13.00 -1.02 -11.02
34 8.00 140.00 0.00 6.57 -7.87
34 9.00 312.00 13.00 6.63 -7.58
34 10.00 371.00 16.00 9.33 -0.20
34 11.00 144.00 0.00 6.59 5.93
34 12.00 264.00 12.00 6.07 6.60
34 13.00 383.00 0.00 -0.18 9.13
34 14.00 146.00 13.00 -0.18 9.61
34 15.00 256.00 0.00 -6.62 6.59
34 16.00 402.00 6.00 -7.10 6.29
34 17.00 184.00 0.00 -2.96 8.69
34 18.00 741.00 13.00 -1.81 9.47
34 19.00 100.00 nan -1.52 4.29
35 0.00 176.00 16.00 -0.65 0.30
35 1.00 137.00 0.00 -10.54 -0.04
35 2.00 159.00 0.00 -10.94 -1.57
35 3.00 273.00 13.00 -11.20 -2.91
35 4.00 131.00 0.00 -8.89 -7.09
35 5.00 224.00 6.00 -8.66 -7.29
35 6.00 242.00 9.00 -5.10 -10.04
35 7.00 347.00 0.00 -8.04 -7.04
35 8.00 251.00 4.00 -8.58 -7.18
35 9.00 929.00 nan -9.85 -3.50
36 nan nan nan nan nan
37 0.00 167.00 19.00 -0.18 0.81
37 1.00 179.00 0.00 -11.21 0.11
37 2.00 270.00 11.00 -12.02 -0.44
37 3.00 192.00 0.00 -9.98 -4.84
37 4.00 177.00 9.00 -10.47 -5.21
37 5.00 233.00 0.00 -6.63 -8.98
37 6.00 205.00 8.00 -6.52 -9.43
37 7.00 130.00 0.00 -0.88 -10.99
37 8.00 222.00 6.00 -0.72 -11.14
37 9.00 394.00 10.00 4.38 -9.86
37 10.00 159.00 6.00 8.53 -6.13
37 11.00 152.00 2.00 6.47 -8.50
37 12.00 451.00 11.00 5.58 -9.89
37 13.00 364.00 0.00 0.62 -11.23
37 14.00 188.00 4.00 0.19 -11.31
37 15.00 276.00 nan 3.64 -10.02
38 0.00 165.00 19.00 -0.84 0.18
38 1.00 151.00 0.00 -10.97 -0.75
38 2.00 262.00 20.00 -12.00 -1.50
38 3.00 331.00 13.00 -7.61 -8.22
38 4.00 187.00 106.00 -0.44 -10.76
38 5.00 307.00 11.00 8.02 -6.43
38 6.00 308.00 16.00 9.74 -0.74
38 7.00 134.00 0.00 6.45 6.02
38 8.00 209.00 11.00 6.06 6.58
38 9.00 219.00 0.00 -1.31 8.83
38 10.00 130.00 16.00 -1.54 8.94
38 11.00 261.00 0.00 -8.25 5.66
38 12.00 174.00 19.00 -8.90 5.15
38 13.00 113.00 0.00 -11.72 -1.06
38 14.00 173.00 9.00 -11.75 -1.70
38 15.00 240.00 38.00 -9.79 4.52
38 16.00 185.00 0.00 -7.46 -7.97
38 17.00 162.00 29.00 -7.34 -8.40
38 18.00 180.00 0.00 7.50 -6.36
38 19.00 288.00 nan 7.69 -7.21
39 nan nan nan nan nan
40 nan nan nan nan nan
41 0.00 187.00 21.00 -0.43 -0.14
41 1.00 199.00 0.00 -8.61 2.66
41 2.00 179.00 37.00 -9.87 3.33
41 3.00 171.00 0.00 -5.83 -8.63
41 4.00 166.00 27.00 -5.90 -9.44
41 5.00 205.00 0.00 7.35 -6.33
41 6.00 183.00 29.00 7.98 -5.84
41 7.00 112.00 0.00 4.91 7.34
41 8.00 502.00 40.00 4.73 8.24
41 9.00 174.00 0.00 8.43 -4.24
41 10.00 174.00 nan 7.87 -4.77
42 0.00 159.00 19.00 -0.51 1.09
42 1.00 152.00 2.00 -10.21 -0.73
42 2.00 423.00 23.00 -11.69 -2.24
42 3.00 358.00 16.00 -7.32 -8.28
42 4.00 342.00 24.00 0.12 -10.30
42 5.00 207.00 0.00 8.43 -5.70
42 6.00 198.00 13.00 7.46 -5.90
42 7.00 264.00 99.00 9.53 1.91
42 8.00 296.00 0.00 5.38 7.26
42 9.00 351.00 11.00 5.67 7.94
42 10.00 187.00 0.00 -0.99 8.98
42 11.00 397.00 0.00 -1.68 9.35
42 12.00 354.00 15.00 -2.38 10.52
42 13.00 141.00 nan 4.76 8.51
43 0.00 173.00 17.00 -0.90 0.61
43 1.00 273.00 0.00 -10.56 0.51
43 2.00 263.00 5.00 -10.64 1.88
43 3.00 102.00 0.00 -11.57 -1.97
43 4.00 201.00 9.00 -11.63 -2.29
43 5.00 290.00 12.00 -8.84 -7.00
43 6.00 303.00 12.00 -4.85 -9.80
43 7.00 116.00 0.00 1.21 -10.12
43 8.00 121.00 7.00 1.53 -10.02
43 9.00 357.00 17.00 6.16 -8.27
43 10.00 157.00 0.00 9.32 -2.99
43 11.00 207.00 6.00 9.28 -2.67
43 12.00 295.00 12.00 9.76 1.84
43 13.00 344.00 9.00 7.24 6.30
43 14.00 151.00 0.00 3.17 8.85
43 15.00 213.00 6.00 2.85 9.14
43 16.00 245.00 0.00 -2.46 9.34
43 17.00 111.00 4.00 -2.70 9.42
43 18.00 124.00 0.00 -6.52 7.44
43 19.00 213.00 9.00 -7.19 7.15
43 20.00 104.00 0.00 -9.86 3.53
43 21.00 256.00 19.00 -10.53 2.77
43 22.00 100.00 92.00 -10.53 -3.08
43 23.00 274.00 15.00 -8.99 -6.72
43 24.00 136.00 0.00 -4.65 -9.33
43 25.00 303.00 nan -3.83 -9.70
44 0.00 175.00 21.00 -0.61 0.25
44 1.00 185.00 0.00 -10.45 -1.31
44 2.00 159.00 33.00 -11.28 -1.55
44 3.00 178.00 15.00 -0.90 -8.98
44 4.00 193.00 32.00 -0.39 -10.07
44 5.00 471.00 0.00 9.03 0.38
44 6.00 435.00 nan 9.22 0.59
45 0.00 166.00 16.00 -0.54 0.41
45 1.00 132.00 1.00 -10.13 0.40
45 2.00 161.00 0.00 -11.54 -0.81
45 3.00 156.00 9.00 -12.06 -1.48
45 4.00 111.00 0.00 -9.67 -6.35
45 5.00 199.00 7.00 -9.57 -6.71
45 6.00 405.00 7.00 -5.68 -9.84
45 7.00 296.00 0.00 -9.28 -7.21
45 8.00 479.00 11.00 -8.31 -6.92
45 9.00 146.00 0.00 -10.84 -1.36
45 10.00 277.00 15.00 -10.94 -1.29
45 11.00 154.00 20.00 -7.78 -6.72
45 12.00 180.00 0.00 0.93 -9.15
45 13.00 244.00 6.00 0.85 -10.15
45 14.00 360.00 10.00 5.03 -8.64
45 15.00 357.00 13.00 8.89 -4.80
45 16.00 341.00 15.00 10.03 0.86
45 17.00 268.00 0.00 7.89 5.70
