# minimum duration: 100
# smoothing window: 30
# velocity threshold: 50
# dispersion threshold: 1
trl fix_id fdur sdur xpos ypos
16 11.00 233.00 nan 9.39 3.96
17 0.00 110.00 61.00 -10.12 -0.13
17 1.00 149.00 30.00 -6.56 -7.11
17 2.00 172.00 58.00 0.69 -9.69
17 3.00 126.00 51.00 9.77 -2.23
17 4.00 167.00 51.00 7.01 -6.18
17 5.00 150.00 65.00 10.31 0.23
17 6.00 207.00 56.00 2.48 9.24
17 7.00 178.00 60.00 -8.56 7.21
17 8.00 167.00 57.00 -10.89 0.07
17 9.00 145.00 69.00 -6.75 -6.78
17 10.00 387.00 63.00 7.25 -5.89
17 11.00 233.00 45.00 1.06 8.59
17 12.00 179.00 61.00 6.72 7.81
17 13.00 170.00 80.00 9.39 0.64
17 14.00 191.00 40.00 -9.97 1.00
17 15.00 185.00 48.00 -7.48 6.56
17 16.00 151.00 nan -1.64 0.86
18 nan nan nan nan nan
19 0.00 157.00 53.00 -0.16 1.07
19 1.00 144.00 55.00 -9.35 0.67
19 2.00 130.00 56.00 -8.29 -4.88
19 3.00 188.00 42.00 -1.33 -8.91
19 4.00 225.00 58.00 5.91 -7.71
19 5.00 146.00 58.00 9.39 0.78
19 6.00 217.00 54.00 0.99 9.29
19 7.00 234.00 71.00 8.68 7.53
19 8.00 163.00 57.00 -6.69 9.31
19 9.00 194.00 59.00 -10.61 2.88
19 10.00 215.00 50.00 -8.55 -4.69
19 11.00 270.00 61.00 -0.98 -7.52
19 12.00 141.00 46.00 2.96 4.33
19 13.00 154.00 nan 1.40 10.10
20 0.00 112.00 65.00 -9.94 3.83
20 1.00 155.00 55.00 -3.72 -7.45
20 2.00 176.00 61.00 8.72 -2.95
20 3.00 317.00 69.00 3.76 9.88
20 4.00 163.00 nan -8.73 4.96
21 nan nan nan nan nan
22 0.00 161.00 332.00 -0.52 1.43
22 1.00 125.00 160.00 -0.39 8.09
22 2.00 284.00 81.00 10.12 6.25
22 3.00 145.00 62.00 -9.86 -1.15
22 4.00 155.00 71.00 -4.78 10.61
22 5.00 188.00 35.00 0.85 -0.41
22 6.00 302.00 nan -1.71 0.66
23 0.00 235.00 57.00 -0.38 1.30
23 1.00 159.00 61.00 -7.19 -5.41
23 2.00 141.00 76.00 6.25 -5.89
23 3.00 147.00 64.00 -9.13 7.92
23 4.00 223.00 73.00 6.88 8.37
23 5.00 168.00 57.00 4.60 -2.87
23 6.00 302.00 nan -5.45 -1.15
24 0.00 184.00 57.00 -0.26 1.26
24 1.00 204.00 64.00 -10.15 0.77
24 2.00 240.00 37.00 -6.88 -6.62
24 3.00 278.00 59.00 -3.32 -7.64
24 4.00 142.00 48.00 -9.72 -4.55
24 5.00 258.00 47.00 -10.77 -1.29
24 6.00 154.00 nan -7.77 -4.24
25 0.00 254.00 65.00 -0.27 1.49
25 1.00 175.00 41.00 -10.64 0.93
25 2.00 158.00 48.00 -10.19 -2.76
25 3.00 163.00 48.00 -7.08 -6.58
25 4.00 180.00 44.00 -2.49 -8.32
25 5.00 196.00 43.00 3.26 -7.81
25 6.00 144.00 58.00 7.33 -4.95
25 7.00 174.00 34.00 9.35 2.70
25 8.00 147.00 62.00 9.24 -0.18
25 9.00 263.00 58.00 2.90 8.94
25 10.00 232.00 53.00 -8.76 7.41
25 11.00 174.00 54.00 -11.56 2.69
25 12.00 193.00 201.00 -10.34 -2.48
25 13.00 209.00 50.00 -2.90 10.99
25 14.00 228.00 35.00 4.39 10.04
25 15.00 104.00 56.00 6.97 8.23
25 16.00 162.00 77.00 9.20 3.86
25 17.00 223.00 62.00 8.52 -1.42
25 18.00 130.00 40.00 2.39 -7.82
25 19.00 247.00 75.00 6.67 -6.58
25 20.00 198.00 nan -10.22 -1.25
26 0.00 187.00 56.00 -0.36 0.95
26 1.00 165.00 30.00 -10.15 0.45
26 2.00 127.00 47.00 -10.39 -1.66
26 3.00 195.00 51.00 -7.78 -5.79
26 4.00 181.00 40.00 -3.01 -8.56
26 5.00 228.00 47.00 2.11 -8.84
26 6.00 218.00 39.00 7.52 -4.85
26 7.00 162.00 61.00 8.67 -2.16
26 8.00 211.00 65.00 2.32 9.00
26 9.00 200.00 53.00 -8.97 7.62
26 10.00 143.00 51.00 -11.30 3.17
26 11.00 184.00 70.00 -10.67 -1.71
26 12.00 266.00 49.00 8.41 2.32
26 13.00 185.00 59.00 9.42 -2.09
26 14.00 258.00 48.00 3.04 9.28
26 15.00 122.00 92.00 -3.31 9.46
26 16.00 167.00 50.00 -4.57 -8.35
26 17.00 280.00 nan 2.86 -7.97
27 0.00 180.00 63.00 -0.48 0.80
27 1.00 147.00 56.00 -10.56 0.62
27 2.00 181.00 163.00 -8.63 -5.62
27 3.00 109.00 28.00 10.09 3.45
27 4.00 186.00 63.00 8.97 2.67
27 5.00 116.00 48.00 -0.57 7.89
27 6.00 210.00 60.00 6.29 7.91
27 7.00 215.00 62.00 -2.92 9.91
27 8.00 170.00 85.00 -9.32 6.20
27 9.00 222.00 38.00 6.02 -7.39
27 10.00 143.00 72.00 8.56 -4.00
27 11.00 212.00 40.00 -4.60 -7.57
27 12.00 170.00 74.00 0.10 -8.31
27 13.00 149.00 47.00 6.76 6.00
27 14.00 223.00 38.00 3.65 9.11
27 15.00 104.00 63.00 -0.26 9.11
27 16.00 357.00 56.00 -10.00 2.52
27 17.00 213.00 nan -1.50 0.25
28 0.00 181.00 52.00 -0.49 0.71
28 1.00 150.00 99.00 -10.16 -0.56
28 2.00 132.00 61.00 -7.95 -5.80
28 3.00 158.00 41.00 -3.48 -8.43
28 4.00 165.00 73.00 2.11 -8.55
28 5.00 224.00 55.00 10.17 2.66
28 6.00 108.00 72.00 8.66 -1.25
28 7.00 190.00 40.00 -2.10 9.70
28 8.00 200.00 68.00 2.86 9.95
28 9.00 253.00 59.00 -9.49 4.79
28 10.00 201.00 55.00 -10.03 -2.06
28 11.00 227.00 48.00 -6.58 -6.77
28 12.00 176.00 64.00 -2.14 -9.58
28 13.00 267.00 73.00 6.36 -4.02
28 14.00 232.00 37.00 -4.91 7.40
28 15.00 207.00 91.00 -1.33 9.33
28 16.00 540.00 34.00 1.49 1.36
28 17.00 204.00 nan -1.34 0.50
29 0.00 198.00 65.00 -0.67 1.17
29 1.00 145.00 63.00 -8.08 -6.00
29 2.00 141.00 207.00 6.03 -6.08
29 3.00 164.00 nan -8.86 7.18
30 0.00 191.00 64.00 -0.41 1.22
30 1.00 119.00 51.00 -10.42 0.49
30 2.00 129.00 52.00 -9.31 -4.68
30 3.00 221.00 54.00 -3.21 -8.44
30 4.00 133.00 51.00 4.84 -7.53
30 5.00 175.00 55.00 9.28 -1.11
30 6.00 158.00 49.00 6.93 6.69
30 7.00 174.00 51.00 2.00 10.09
30 8.00 117.00 68.00 7.95 6.37
30 9.00 142.00 60.00 -6.10 9.93
30 10.00 209.00 58.00 -11.60 2.86
30 11.00 229.00 55.00 -9.81 -4.87
30 12.00 232.00 45.00 -1.31 -8.91
30 13.00 199.00 51.00 4.82 -7.63
30 14.00 169.00 63.00 9.71 -1.20
30 15.00 277.00 54.00 -0.02 8.24
30 16.00 133.00 nan -1.29 0.08
31 0.00 211.00 64.00 -0.72 0.98
31 1.00 171.00 48.00 -9.95 -1.22
31 2.00 341.00 55.00 -9.02 -5.33
31 3.00 347.00 61.00 -2.53 -8.51
31 4.00 551.00 69.00 -9.02 -5.59
31 5.00 260.00 40.00 -8.74 -4.15
31 6.00 260.00 nan -3.72 -3.75
32 0.00 193.00 54.00 -0.53 1.26
32 1.00 126.00 31.00 -9.78 -0.15
32 2.00 123.00 56.00 -9.59 -2.59
32 3.00 259.00 61.00 -4.38 -7.72
32 4.00 168.00 nan -10.24 -3.07
33 0.00 167.00 56.00 -0.73 1.03
33 1.00 103.00 54.00 -10.23 -1.00
33 2.00 145.00 54.00 -7.35 -6.05
33 3.00 315.00 44.00 -0.09 -7.73
33 4.00 166.00 75.00 6.04 -5.94
33 5.00 182.00 53.00 -0.30 9.71
33 6.00 130.00 75.00 -8.70 8.04
33 7.00 199.00 72.00 9.58 3.57
33 8.00 141.00 nan -8.84 8.33
34 0.00 155.00 59.00 -1.04 0.62
34 1.00 210.00 53.00 -11.08 0.61
34 2.00 158.00 48.00 -9.19 -4.63
34 3.00 133.00 72.00 -4.54 -7.72
34 4.00 132.00 30.00 10.96 2.08
34 5.00 180.00 47.00 9.41 2.04
34 6.00 121.00 56.00 7.15 7.29
34 7.00 168.00 41.00 -2.53 10.16
34 8.00 183.00 284.00 3.09 10.08
34 9.00 231.00 62.00 -2.34 -8.78
34 10.00 167.00 63.00 -9.91 -2.88
34 11.00 207.00 49.00 -10.58 5.56
34 12.00 241.00 43.00 -5.04 9.03
34 13.00 206.00 81.00 0.46 10.06
34 14.00 286.00 60.00 7.37 -4.13
34 15.00 237.00 62.00 -2.11 -7.80
34 16.00 376.00 64.00 -9.63 -4.34
34 17.00 179.00 39.00 -3.81 7.48
34 18.00 262.00 75.00 -0.08 9.97
34 19.00 134.00 nan -1.20 -1.09
35 0.00 151.00 62.00 -0.44 1.11
35 1.00 174.00 51.00 -10.66 0.65
35 2.00 194.00 54.00 -9.02 -4.47
35 3.00 185.00 72.00 -4.31 -7.98
35 4.00 254.00 67.00 9.65 5.51
35 5.00 242.00 42.00 -1.58 10.51
35 6.00 106.00 68.00 3.19 10.07
35 7.00 228.00 45.00 7.63 -5.03
35 8.00 149.00 45.00 3.65 -7.22
35 9.00 162.00 nan 8.07 -3.30
36 0.00 124.00 68.00 -10.24 2.60
36 1.00 158.00 62.00 -4.53 -7.78
36 2.00 141.00 67.00 7.90 -2.12
36 3.00 155.00 64.00 2.84 9.56
36 4.00 180.00 nan -9.82 4.98
37 0.00 168.00 58.00 -0.56 1.23
37 1.00 109.00 73.00 -10.73 1.14
37 2.00 165.00 66.00 -2.11 -8.21
37 3.00 259.00 74.00 9.60 -0.24
37 4.00 202.00 50.00 -9.84 2.08
37 5.00 179.00 nan -0.54 1.08
38 0.00 165.00 58.00 -0.69 1.28
38 1.00 169.00 64.00 -9.64 -2.66
38 2.00 146.00 72.00 3.52 -7.02
38 3.00 154.00 69.00 -5.89 9.48
38 4.00 171.00 69.00 8.25 6.48
38 5.00 169.00 66.00 4.29 -7.74
38 6.00 157.00 74.00 -9.77 -4.42
38 7.00 105.00 nan -1.56 -0.64
39 0.00 164.00 53.00 -0.99 0.70
39 1.00 139.00 54.00 -10.35 -0.33
39 2.00 182.00 54.00 -8.79 -5.59
39 3.00 209.00 47.00 -1.97 -8.28
39 4.00 122.00 74.00 4.94 -7.24
39 5.00 221.00 nan -8.13 -4.66
40 0.00 156.00 57.00 -0.77 1.02
40 1.00 118.00 47.00 -10.73 -0.27
40 2.00 225.00 53.00 -8.85 -4.98
40 3.00 283.00 59.00 -11.86 1.27
40 4.00 145.00 60.00 -3.38 8.42
40 5.00 196.00 57.00 7.61 5.98
40 6.00 196.00 70.00 0.32 9.92
40 7.00 199.00 69.00 9.70 0.39
40 8.00 157.00 52.00 4.86 -8.04
40 9.00 196.00 61.00 -2.26 -8.51
40 10.00 230.00 60.00 -9.03 -4.89
40 11.00 147.00 62.00 -11.46 1.59
40 12.00 129.00 nan -2.26 4.59
41 0.00 156.00 59.00 -0.76 0.61
41 1.00 192.00 48.00 -10.67 -1.37
41 2.00 153.00 47.00 -9.30 -5.13
41 3.00 165.00 48.00 -4.71 -8.09
41 4.00 208.00 46.00 0.83 -8.87
41 5.00 222.00 67.00 6.42 -6.64
41 6.00 192.00 70.00 9.58 2.36
41 7.00 262.00 46.00 -1.67 9.09
41 8.00 154.00 71.00 3.38 9.41
41 9.00 274.00 39.00 -10.93 4.80
41 10.00 179.00 74.00 -11.51 0.56
41 11.00 146.00 227.00 7.50 1.83
41 12.00 282.00 142.00 -2.92 9.14
41 13.00 338.00 46.00 -8.57 -3.91
41 14.00 119.00 nan -2.27 0.09
42 0.00 191.00 56.00 -0.63 0.83
42 1.00 160.00 53.00 -10.88 -0.62
42 2.00 194.00 46.00 -8.33 -5.75
42 3.00 161.00 43.00 -3.57 -9.03
42 4.00 245.00 50.00 1.86 -8.48
42 5.00 357.00 75.00 6.39 -4.24
42 6.00 365.00 57.00 -6.34 8.58
42 7.00 142.00 nan -10.76 4.39
43 0.00 196.00 58.00 -0.73 1.28
43 1.00 164.00 37.00 -10.75 0.78
43 2.00 168.00 69.00 -10.35 -2.35
43 3.00 244.00 59.00 -11.07 0.43
43 4.00 172.00 nan -1.57 -0.65
44 0.00 165.00 58.00 -0.45 0.92
44 1.00 135.00 32.00 -10.54 -0.16
44 2.00 201.00 54.00 -10.03 -2.18
44 3.00 185.00 44.00 -6.86 -6.58
44 4.00 169.00 46.00 -2.09 -8.58
44 5.00 201.00 65.00 3.50 -7.39
44 6.00 214.00 52.00 9.65 3.45
44 7.00 243.00 67.00 3.50 9.30
44 8.00 156.00 37.00 -6.97 9.91
44 9.00 108.00 52.00 -9.40 7.49
44 10.00 160.00 75.00 -11.26 2.81
44 11.00 162.00 50.00 8.87 0.11
44 12.00 181.00 62.00 7.03 -4.55
44 13.00 169.00 46.00 7.71 5.56
44 14.00 125.00 88.00 5.40 7.93
44 15.00 207.00 168.00 -1.12 -8.23
44 16.00 219.00 66.00 -8.52 -5.70
44 17.00 178.00 52.00 -10.67 3.27
44 18.00 239.00 46.00 -3.43 9.65
44 19.00 320.00 nan 3.10 8.05
45 0.00 166.00 58.00 -0.54 0.42
45 1.00 123.00 70.00 -10.70 0.40
45 2.00 169.00 67.00 -1.44 -8.29
45 3.00 118.00 63.00 9.78 0.81
45 4.00 198.00 78.00 -0.13 9.81
45 5.00 174.00 nan -11.11 0.17
46 0.00 182.00 67.00 -0.48 0.61
46 1.00 112.00 72.00 -11.05 3.68
46 2.00 201.00 62.00 -4.14 -7.46
46 3.00 167.00 66.00 9.05 -2.61
46 4.00 229.00 66.00 2.45 9.43
46 5.00 117.00 50.00 -9.80 3.33
46 6.00 398.00 nan -1.69 -0.32
47 0.00 159.00 57.00 -0.58 0.67
47 1.00 122.00 58.00 -10.19 0.84
47 2.00 129.00 84.00 -9.02 -5.17
47 3.00 127.00 nan -2.13 2.15
48 0.00 156.00 55.00 -1.47 -0.03
48 1.00 112.00 61.00 -10.61 -0.36
48 2.00 232.00 73.00 -7.50 -6.56
48 3.00 222.00 nan -10.67 -0.12
49 0.00 167.00 53.00 -0.72 1.00
49 1.00 161.00 64.00 -10.09 -1.15
49 2.00 233.00 71.00 -6.51 -6.29
49 3.00 145.00 58.00 -10.13 5.26
49 4.00 235.00 46.00 -9.94 -3.20
49 5.00 260.00 nan -3.29 -0.15
50 0.00 213.00 63.00 -0.74 1.33
50 1.00 183.00 62.00 -7.06 -5.92
50 2.00 129.00 70.00 7.02 -3.39
50 3.00 138.00 60.00 -8.62 6.92
50 4.00 233.00 108.00 5.22 9.44
50 5.00 244.00 nan -3.15 -2.93
51 0.00 161.00 53.00 -0.84 1.02
51 1.00 176.00 13.00 -10.27 -0.57
51 2.00 103.00 51.00 -10.40 -1.62
51 3.00 167.00 53.00 -7.90 -6.21
51 4.00 199.00 40.00 -2.55 -8.16
51 5.00 130.00 64.00 1.99 -8.27
51 6.00 265.00 46.00 -8.32 -5.88
51 7.00 267.00 nan -2.54 -0.88
52 0.00 159.00 58.00 -0.84 0.80
52 1.00 149.00 50.00 -10.47 -0.37
52 2.00 189.00 47.00 -8.54 -4.93
52 3.00 142.00 72.00 -4.03 -7.06
52 4.00 363.00 30.00 9.30 4.30
52 5.00 273.00 57.00 9.46 2.79
52 6.00 370.00 nan 8.92 -3.47
53 0.00 178.00 60.00 -0.94 -0.81
53 1.00 141.00 36.00 -9.91 -1.94
53 2.00 139.00 50.00 -8.95 -4.86
53 3.00 167.00 39.00 -4.52 -7.34
53 4.00 239.00 62.00 0.11 -8.08
53 5.00 125.00 74.00 8.54 -0.57
53 6.00 235.00 44.00 -4.92 10.07
53 7.00 175.00 38.00 0.55 10.18
53 8.00 117.00 55.00 4.85 9.70
53 9.00 416.00 nan 8.14 5.85
54 0.00 157.00 64.00 -0.27 1.03
54 1.00 132.00 54.00 -10.53 1.86
54 2.00 454.00 54.00 -9.28 -4.05
54 3.00 277.00 nan -0.52 -0.02
55 0.00 157.00 54.00 -0.32 1.15
55 1.00 136.00 190.00 -9.41 -1.85
55 2.00 175.00 70.00 -3.32 9.29
55 3.00 184.00 77.00 9.06 5.79
55 4.00 248.00 nan -1.67 -2.82
56 0.00 158.00 57.00 -0.80 0.52
56 1.00 149.00 63.00 -9.46 -3.09
56 2.00 170.00 84.00 2.73 -8.15
56 3.00 202.00 72.00 -6.30 9.35
56 4.00 228.00 52.00 -9.73 -2.70
56 5.00 172.00 nan -1.52 0.51
57 0.00 183.00 57.00 -0.52 0.86
57 1.00 155.00 62.00 -7.04 -5.27
57 2.00 109.00 84.00 7.04 -5.16
57 3.00 268.00 nan -8.41 8.79
58 0.00 165.00 54.00 -2.08 -0.37
58 1.00 132.00 54.00 -10.44 -2.52
58 2.00 180.00 53.00 -5.10 -7.51
58 3.00 181.00 73.00 3.14 -8.43
58 4.00 175.00 77.00 9.27 3.15
58 5.00 166.00 47.00 -8.79 7.10
58 6.00 133.00 53.00 -1.53 9.78
58 7.00 121.00 58.00 -9.93 5.70
58 8.00 213.00 54.00 2.59 9.55
58 9.00 128.00 82.00 -3.62 10.18
58 10.00 183.00 56.00 8.10 -4.69
58 11.00 186.00 51.00 2.43 -7.72
58 12.00 161.00 62.00 -5.87 -6.75
58 13.00 153.00 130.00 -10.88 -1.58
58 14.00 195.00 67.00 2.92 9.95
58 15.00 166.00 96.00 -10.03 5.83
58 16.00 225.00 nan -0.87 0.15
59 0.00 170.00 60.00 -0.75 0.87
59 1.00 128.00 31.00 -10.42 -0.95
59 2.00 110.00 53.00 -9.45 -2.74
59 3.00 172.00 48.00 -4.06 -8.84
59 4.00 290.00 nan 2.99 -8.14
60 0.00 157.00 52.00 -1.41 0.00
60 1.00 146.00 63.00 -7.87 -5.56
60 2.00 181.00 81.00 5.78 -5.66
60 3.00 143.00 67.00 -8.62 8.16
60 4.00 109.00 nan 6.39 8.24
61 0.00 187.00 55.00 -0.39 1.98
61 1.00 162.00 53.00 -9.32 -2.15
61 2.00 195.00 54.00 -3.25 -6.12
61 3.00 167.00 45.00 4.96 -5.74
61 4.00 170.00 82.00 9.02 -0.07
61 5.00 170.00 57.00 -9.62 6.07
61 6.00 134.00 71.00 2.22 8.59
61 7.00 149.00 44.00 -11.52 3.66
61 8.00 141.00 45.00 -4.97 9.22
61 9.00 168.00 62.00 2.18 10.09
61 10.00 173.00 59.00 8.50 5.79
61 11.00 128.00 74.00 9.50 -1.11
61 12.00 176.00 60.00 -10.40 2.54
61 13.00 128.00 61.00 -9.08 -4.78
61 14.00 160.00 40.00 1.75 -7.39
61 15.00 122.00 57.00 5.09 -6.32
61 16.00 128.00 66.00 9.67 -1.38
61 17.00 111.00 nan 1.81 8.36
62 0.00 160.00 58.00 -0.20 1.07
62 1.00 138.00 62.00 -9.03 -3.95
62 2.00 177.00 231.00 3.68 -7.70
62 3.00 176.00 68.00 -5.74 8.91
62 4.00 194.00 nan 8.16 5.41
63 0.00 175.00 56.00 -0.64 0.07
63 1.00 138.00 54.00 -10.07 -1.97
63 2.00 198.00 51.00 -6.56 -7.23
63 3.00 169.00 70.00 0.58 -9.04
63 4.00 221.00 51.00 8.42 -0.15
63 5.00 132.00 73.00 7.68 -4.46
63 6.00 205.00 214.00 -1.22 9.33
63 7.00 159.00 64.00 -9.47 7.27
63 8.00 163.00 59.00 -11.39 -1.05
63 9.00 261.00 nan -5.68 -6.76
64 0.00 165.00 59.00 -0.53 1.24
64 1.00 220.00 69.00 -7.80 -5.29
64 2.00 167.00 64.00 -8.99 7.50
64 3.00 148.00 73.00 5.53 8.07
64 4.00 215.00 70.00 7.28 -5.59
64 5.00 254.00 nan -6.93 -5.71
65 0.00 159.00 56.00 -0.51 0.84
65 1.00 157.00 32.00 -8.88 -2.70
65 2.00 139.00 226.00 -8.44 -5.23
65 3.00 216.00 60.00 -2.14 -8.42
65 4.00 306.00 62.00 7.18 -2.35
65 5.00 116.00 49.00 5.16 7.52
65 6.00 105.00 56.00 0.90 9.97
65 7.00 180.00 53.00 -7.36 8.68
65 8.00 252.00 nan 0.65 9.76
66 0.00 157.00 53.00 -4.43 -0.29
66 1.00 129.00 64.00 -9.28 -4.65
66 2.00 191.00 230.00 4.57 -6.93
66 3.00 313.00 nan -5.07 9.15
67 0.00 163.00 57.00 -1.54 0.68
67 1.00 110.00 38.00 -9.75 -0.92
