# minimum duration: 100
# smoothing window: 30
# velocity threshold: 50
# dispersion threshold: 1
trl fix_id fdur sdur xpos ypos
28 1.00 167.00 38.00 -9.77 -0.17
28 2.00 126.00 79.00 -8.48 -2.18
28 3.00 107.00 50.00 -5.31 10.74
28 4.00 138.00 62.00 0.91 10.38
28 5.00 177.00 54.00 7.36 7.21
28 6.00 607.00 nan 9.62 0.40
29 0.00 138.00 54.00 -0.37 0.06
29 1.00 187.00 61.00 -9.81 -0.79
29 2.00 146.00 62.00 -8.18 6.45
29 3.00 188.00 60.00 -2.26 9.75
29 4.00 183.00 59.00 5.89 8.63
29 5.00 197.00 73.00 9.67 2.72
29 6.00 176.00 53.00 8.14 -4.64
29 7.00 128.00 36.00 3.55 -7.52
29 8.00 274.00 52.00 1.77 -8.80
29 9.00 108.00 nan -4.76 -9.26
30 0.00 141.00 51.00 -0.33 0.16
30 1.00 192.00 51.00 -9.46 1.98
30 2.00 123.00 70.00 -8.36 5.73
30 3.00 447.00 nan -8.68 -3.58
31 0.00 142.00 54.00 0.01 -0.04
31 1.00 185.00 52.00 -9.20 0.11
31 2.00 142.00 75.00 -7.86 -6.07
31 3.00 281.00 nan -6.25 8.47
32 0.00 128.00 54.00 -0.08 0.31
32 1.00 170.00 63.00 -9.75 1.77
32 2.00 173.00 58.00 -6.70 7.44
32 3.00 142.00 50.00 0.49 10.54
32 4.00 152.00 55.00 6.69 8.12
32 5.00 236.00 70.00 10.07 1.79
32 6.00 158.00 54.00 7.20 -6.39
32 7.00 158.00 57.00 -0.19 -9.00
32 8.00 175.00 71.00 -7.46 -6.57
32 9.00 121.00 nan -10.16 0.09
33 0.00 125.00 62.00 -0.07 0.33
33 1.00 170.00 201.00 -10.14 1.56
33 2.00 105.00 72.00 -1.31 -9.17
33 3.00 176.00 71.00 9.91 0.05
33 4.00 361.00 71.00 0.90 9.99
33 5.00 158.00 nan 1.80 1.47
34 0.00 136.00 53.00 -0.09 0.20
34 1.00 123.00 41.00 -9.09 0.30
34 2.00 120.00 69.00 -9.48 -2.76
34 3.00 114.00 62.00 -9.35 3.74
34 4.00 144.00 52.00 -3.59 9.55
34 5.00 157.00 63.00 3.12 9.56
34 6.00 196.00 66.00 8.67 4.57
34 7.00 202.00 53.00 8.89 -3.00
34 8.00 168.00 51.00 4.62 -7.68
34 9.00 182.00 nan -3.47 -9.25
35 0.00 135.00 53.00 -0.14 0.24
35 1.00 200.00 76.00 -9.16 1.08
35 2.00 142.00 31.00 8.09 3.15
35 3.00 401.00 nan 9.72 2.39
36 0.00 141.00 55.00 -0.34 0.19
36 1.00 175.00 74.00 -9.46 2.27
36 2.00 194.00 79.00 -4.11 -8.39
36 3.00 161.00 68.00 9.24 -0.98
36 4.00 221.00 61.00 3.09 8.17
36 5.00 158.00 nan 9.89 0.06
37 0.00 135.00 52.00 0.06 0.27
37 1.00 159.00 48.00 -9.70 0.07
37 2.00 191.00 73.00 -7.99 -4.44
37 3.00 147.00 49.00 -6.41 9.26
37 4.00 158.00 52.00 1.52 10.52
37 5.00 168.00 55.00 7.63 7.30
37 6.00 174.00 59.00 9.92 0.30
37 7.00 143.00 53.00 7.03 -6.48
37 8.00 312.00 52.00 -0.70 -8.91
37 9.00 135.00 nan -7.14 -7.38
38 0.00 140.00 54.00 0.10 0.06
38 1.00 175.00 60.00 -9.34 0.25
38 2.00 118.00 59.00 -7.62 -7.00
38 3.00 159.00 70.00 0.33 -8.99
38 4.00 139.00 63.00 7.62 -5.10
38 5.00 153.00 66.00 10.01 0.74
38 6.00 144.00 53.00 6.64 7.30
38 7.00 152.00 52.00 -0.50 10.43
38 8.00 155.00 49.00 -7.64 7.95
38 9.00 191.00 nan -10.22 0.66
39 0.00 135.00 55.00 -0.28 0.42
39 1.00 206.00 118.00 -9.58 -0.95
39 2.00 139.00 55.00 -8.64 4.89
39 3.00 176.00 47.00 -0.59 10.39
39 4.00 170.00 56.00 4.25 9.28
39 5.00 180.00 57.00 9.21 3.79
39 6.00 186.00 56.00 9.04 -3.78
39 7.00 158.00 53.00 3.16 -8.72
39 8.00 150.00 62.00 -5.26 -9.07
39 9.00 153.00 nan -10.15 -3.62
40 0.00 147.00 59.00 -0.09 0.33
40 1.00 134.00 67.00 -8.80 2.57
40 2.00 166.00 29.00 -5.39 -7.38
40 3.00 182.00 81.00 -4.35 -8.14
40 4.00 240.00 nan -8.51 2.60
41 0.00 139.00 58.00 0.06 -0.23
41 1.00 249.00 71.00 -9.18 1.04
41 2.00 128.00 43.00 -5.32 9.39
41 3.00 109.00 37.00 -1.22 10.01
41 4.00 153.00 50.00 2.52 9.99
41 5.00 189.00 46.00 7.18 7.51
41 6.00 161.00 58.00 9.57 3.64
41 7.00 186.00 58.00 9.53 -1.39
41 8.00 141.00 40.00 7.87 -5.75
41 9.00 251.00 57.00 3.77 -8.47
41 10.00 178.00 nan -2.11 -9.74
42 0.00 132.00 65.00 -0.17 0.10
42 1.00 135.00 77.00 -9.19 1.17
42 2.00 171.00 192.00 -2.28 -9.03
42 3.00 135.00 80.00 9.51 -0.72
42 4.00 200.00 207.00 0.77 9.09
42 5.00 136.00 72.00 9.63 -1.31
42 6.00 153.00 nan -1.30 -8.68
43 0.00 162.00 181.00 -0.23 -0.07
43 1.00 159.00 72.00 -8.04 -4.82
43 2.00 174.00 64.00 -6.22 9.28
43 3.00 256.00 96.00 7.26 6.72
43 4.00 304.00 65.00 6.22 -7.88
43 5.00 137.00 78.00 -8.49 -6.44
43 6.00 198.00 nan -5.55 8.34
44 0.00 137.00 52.00 -0.05 0.09
44 1.00 173.00 186.00 -8.77 -3.46
44 2.00 120.00 59.00 -5.02 8.44
44 3.00 201.00 82.00 7.71 5.18
44 4.00 599.00 nan 5.28 -7.70
45 0.00 133.00 55.00 -0.42 0.06
45 1.00 183.00 168.00 -9.44 1.64
45 2.00 124.00 39.00 -4.86 10.02
45 3.00 156.00 48.00 -1.29 10.56
45 4.00 175.00 51.00 3.61 9.53
45 5.00 192.00 51.00 8.12 6.50
45 6.00 217.00 51.00 9.94 1.82
45 7.00 175.00 41.00 9.50 -3.15
45 8.00 166.00 49.00 6.69 -6.54
45 9.00 144.00 43.00 1.03 -9.23
45 10.00 172.00 64.00 -4.09 -9.35
45 11.00 139.00 59.00 -8.53 -5.23
45 12.00 136.00 nan -10.13 -0.32
46 0.00 143.00 64.00 -0.17 0.19
46 1.00 119.00 75.00 -8.50 4.18
46 2.00 150.00 75.00 -6.63 -7.64
46 3.00 175.00 80.00 8.81 -5.51
46 4.00 361.00 nan 5.65 8.10
47 0.00 133.00 57.00 -0.16 0.10
47 1.00 239.00 47.00 -9.56 0.07
47 2.00 196.00 77.00 -8.47 -5.49
47 3.00 172.00 57.00 -7.17 8.88
47 4.00 147.00 37.00 -0.48 10.24
47 5.00 147.00 48.00 3.03 10.08
47 6.00 172.00 50.00 7.22 7.49
47 7.00 167.00 59.00 9.74 2.45
47 8.00 176.00 43.00 9.73 -1.94
47 9.00 192.00 43.00 7.11 -6.42
47 10.00 181.00 66.00 1.85 -9.22
47 11.00 141.00 182.00 -4.76 -9.51
47 12.00 174.00 nan -10.03 -2.59
48 0.00 139.00 52.00 0.01 0.06
48 1.00 181.00 67.00 -9.53 0.64
48 2.00 159.00 74.00 -8.70 -4.96
48 3.00 138.00 56.00 -5.50 8.74
48 4.00 142.00 50.00 1.80 10.06
48 5.00 380.00 56.00 7.82 6.68
48 6.00 144.00 50.00 1.21 9.72
48 7.00 317.00 nan 7.61 6.23
49 0.00 135.00 53.00 -0.29 0.48
49 1.00 196.00 41.00 -9.93 0.35
49 2.00 129.00 68.00 -9.70 -2.89
49 3.00 198.00 48.00 -7.58 6.98
49 4.00 164.00 34.00 -1.73 10.73
49 5.00 175.00 49.00 1.02 10.93
49 6.00 193.00 59.00 6.31 9.15
49 7.00 182.00 46.00 9.49 5.12
49 8.00 196.00 47.00 9.98 -0.12
49 9.00 178.00 45.00 8.16 -5.15
49 10.00 160.00 42.00 3.90 -8.22
49 11.00 151.00 53.00 -2.13 -9.40
49 12.00 133.00 60.00 -7.36 -6.90
49 13.00 189.00 nan -9.65 -3.46
50 0.00 141.00 174.00 -0.19 0.20
50 1.00 138.00 76.00 -7.64 -4.45
50 2.00 115.00 68.00 -6.29 7.35
50 3.00 183.00 86.00 7.89 6.05
50 4.00 252.00 nan 6.75 -7.90
51 0.00 141.00 54.00 -0.11 0.24
51 1.00 150.00 71.00 -8.71 -0.95
51 2.00 218.00 82.00 -6.21 -8.16
51 3.00 237.00 66.00 -8.64 4.16
51 4.00 146.00 60.00 -0.68 10.06
51 5.00 179.00 56.00 5.83 8.32
51 6.00 234.00 66.00 9.86 2.33
51 7.00 185.00 54.00 8.73 -4.73
51 8.00 214.00 46.00 2.10 -9.42
51 9.00 156.00 nan -5.87 -8.89
52 0.00 133.00 63.00 -0.20 -0.01
52 1.00 162.00 47.00 -9.53 1.31
52 2.00 179.00 70.00 -9.08 -3.50
52 3.00 125.00 52.00 -8.04 6.01
52 4.00 161.00 39.00 -3.18 9.35
52 5.00 127.00 48.00 0.70 10.22
52 6.00 168.00 47.00 5.91 8.52
52 7.00 160.00 48.00 8.72 5.07
52 8.00 179.00 59.00 9.84 0.26
52 9.00 142.00 50.00 8.21 -4.60
52 10.00 140.00 47.00 4.64 -7.98
52 11.00 222.00 44.00 -1.61 -9.62
52 12.00 188.00 78.00 -5.58 -8.91
52 13.00 111.00 nan -10.05 -2.13
53 0.00 147.00 51.00 -0.13 0.08
53 1.00 119.00 48.00 -8.49 -0.30
53 2.00 105.00 37.00 -8.36 -4.99
53 3.00 126.00 80.00 -6.94 -7.38
53 4.00 131.00 52.00 2.64 8.87
53 5.00 107.00 57.00 -6.85 7.90
53 6.00 280.00 61.00 -9.59 2.74
53 7.00 222.00 44.00 -3.37 9.40
53 8.00 183.00 51.00 1.78 10.38
53 9.00 205.00 47.00 7.59 7.09
53 10.00 214.00 47.00 9.99 3.61
53 11.00 279.00 45.00 9.97 -1.85
53 12.00 267.00 45.00 7.58 -5.82
53 13.00 157.00 40.00 2.46 -8.75
53 14.00 124.00 49.00 -2.88 -9.23
53 15.00 137.00 nan -7.30 -6.75
54 0.00 144.00 52.00 0.16 0.25
54 1.00 251.00 81.00 -8.73 -1.40
54 2.00 150.00 51.00 -7.14 7.83
54 3.00 171.00 53.00 -0.19 9.78
54 4.00 171.00 59.00 5.98 8.20
54 5.00 199.00 68.00 10.07 2.76
54 6.00 212.00 50.00 8.67 -4.60
54 7.00 182.00 46.00 1.91 -8.87
54 8.00 116.00 nan -5.56 -7.36
55 0.00 145.00 50.00 -0.09 0.19
55 1.00 122.00 39.00 -8.65 -1.17
55 2.00 153.00 58.00 -9.00 -3.52
55 3.00 147.00 49.00 -9.61 2.03
55 4.00 157.00 59.00 -4.43 8.56
55 5.00 166.00 55.00 2.48 9.65
55 6.00 203.00 68.00 8.82 5.25
55 7.00 211.00 55.00 9.80 -1.92
55 8.00 173.00 52.00 5.85 -7.53
55 9.00 251.00 nan -2.91 -9.75
56 0.00 151.00 53.00 0.03 -0.18
56 1.00 105.00 39.00 -7.57 -3.55
56 2.00 177.00 68.00 -7.57 -5.26
56 3.00 155.00 80.00 -5.87 6.68
56 4.00 193.00 91.00 8.23 6.37
56 5.00 353.00 nan 6.78 -7.20
57 0.00 140.00 58.00 -0.19 -0.02
57 1.00 120.00 78.00 -8.94 3.18
57 2.00 189.00 78.00 -5.54 -8.33
57 3.00 116.00 79.00 -8.89 3.63
57 4.00 132.00 81.00 5.42 8.19
57 5.00 280.00 nan 9.01 -4.34
58 0.00 155.00 57.00 -0.28 -0.23
58 1.00 170.00 68.00 -9.82 0.31
58 2.00 202.00 92.00 -2.16 -9.78
58 3.00 115.00 67.00 -9.93 1.34
58 4.00 185.00 80.00 0.43 10.00
58 5.00 311.00 nan 10.27 -0.72
59 0.00 134.00 59.00 -0.22 0.06
59 1.00 175.00 70.00 -9.66 -0.84
59 2.00 160.00 63.00 -2.41 8.22
59 3.00 232.00 nan 7.93 4.19
60 0.00 150.00 57.00 -0.24 0.36
60 1.00 156.00 79.00 -9.35 3.02
60 2.00 213.00 84.00 -4.29 -8.01
60 3.00 110.00 64.00 -9.77 4.39
60 4.00 158.00 82.00 2.20 9.67
60 5.00 501.00 79.00 9.96 -1.83
60 6.00 155.00 nan -4.30 -8.91
61 0.00 144.00 55.00 -0.32 0.14
61 1.00 160.00 49.00 -9.50 1.12
61 2.00 151.00 83.00 -8.73 -2.89
61 3.00 153.00 55.00 -6.76 8.89
61 4.00 189.00 54.00 1.10 9.99
61 5.00 214.00 55.00 7.81 7.19
61 6.00 148.00 36.00 10.28 1.45
61 7.00 110.00 63.00 10.33 -0.67
61 8.00 223.00 46.00 6.58 -7.10
61 9.00 188.00 57.00 -0.92 -9.85
61 10.00 158.00 nan -8.09 -6.15
62 0.00 149.00 63.00 -0.25 -0.17
62 1.00 131.00 42.00 -8.75 -0.73
62 2.00 154.00 65.00 -9.43 -2.38
62 3.00 166.00 64.00 -7.82 5.72
62 4.00 169.00 40.00 -0.36 9.57
62 5.00 194.00 51.00 2.47 9.83
62 6.00 199.00 53.00 7.05 7.08
62 7.00 167.00 51.00 9.62 2.60
62 8.00 170.00 41.00 9.73 -2.67
62 9.00 147.00 53.00 6.85 -6.54
62 10.00 140.00 46.00 0.48 -9.19
62 11.00 118.00 nan -3.25 -9.35
63 0.00 137.00 67.00 -0.15 -0.01
63 1.00 184.00 56.00 -9.49 1.41
63 2.00 199.00 71.00 -9.08 -3.86
63 3.00 134.00 66.00 -7.34 5.00
63 4.00 105.00 39.00 -1.49 9.25
63 5.00 154.00 54.00 2.92 9.42
63 6.00 449.00 nan 8.39 5.44
64 0.00 150.00 58.00 -0.26 0.07
64 1.00 257.00 63.00 -9.41 0.02
64 2.00 194.00 283.00 -6.62 6.86
64 3.00 243.00 63.00 9.55 1.61
64 4.00 123.00 nan 5.88 7.27
65 0.00 140.00 185.00 -0.16 0.46
65 1.00 203.00 70.00 -8.71 -3.37
65 2.00 184.00 204.00 -6.59 8.14
65 3.00 235.00 60.00 -3.43 -10.75
65 4.00 170.00 nan -8.75 -5.78
66 0.00 140.00 54.00 -0.10 0.00
66 1.00 146.00 70.00 -9.87 0.56
66 2.00 158.00 78.00 -1.84 -9.46
66 3.00 183.00 70.00 9.95 0.39
66 4.00 251.00 nan 0.71 10.35
67 0.00 178.00 144.00 -9.07 0.58
67 1.00 129.00 37.00 -6.18 7.42
67 2.00 112.00 38.00 -3.47 9.32
67 3.00 183.00 44.00 1.04 10.06
67 4.00 179.00 48.00 5.57 8.36
67 5.00 183.00 45.00 8.72 4.59
67 6.00 197.00 50.00 9.87 0.63
67 7.00 207.00 61.00 8.78 -4.17
67 8.00 154.00 43.00 4.35 -8.18
67 9.00 148.00 54.00 -0.92 -9.76
67 10.00 132.00 53.00 -5.89 -8.54
67 11.00 207.00 nan -9.22 -4.64
68 0.00 149.00 49.00 -0.77 0.14
68 1.00 143.00 42.00 -9.05 -0.58
68 2.00 185.00 195.00 -8.05 -4.52
68 3.00 156.00 38.00 9.29 0.19
68 4.00 207.00 43.00 9.58 -1.50
68 5.00 177.00 nan 6.63 -5.94
69 0.00 143.00 55.00 -0.27 0.11
69 1.00 126.00 63.00 -9.68 2.03
69 2.00 297.00 88.00 -3.07 -8.59
69 3.00 359.00 nan 1.48 10.62
70 0.00 130.00 55.00 -0.48 0.13
70 1.00 277.00 39.00 -9.59 0.70
70 2.00 137.00 72.00 -9.69 -2.28
70 3.00 154.00 41.00 -7.69 7.97
70 4.00 164.00 39.00 -2.54 9.56
70 5.00 158.00 43.00 1.67 9.60
70 6.00 172.00 49.00 6.24 8.06
70 7.00 167.00 49.00 9.27 3.76
70 8.00 171.00 50.00 9.74 -0.99
70 9.00 172.00 41.00 7.55 -5.60
70 10.00 154.00 41.00 3.04 -8.34
70 11.00 450.00 39.00 -2.23 -9.39
70 12.00 162.00 53.00 -4.74 -9.33
70 13.00 257.00 nan 2.15 -9.05
71 0.00 135.00 56.00 -0.44 0.16
71 1.00 193.00 227.00 -9.64 -0.70
71 2.00 192.00 27.00 9.34 0.21
71 3.00 165.00 nan 9.41 1.03
72 0.00 137.00 53.00 -0.16 0.37
72 1.00 159.00 62.00 -9.58 -0.73
72 2.00 226.00 86.00 0.47 -7.62
72 3.00 130.00 193.00 0.70 5.45
72 4.00 277.00 nan 9.92 1.61
73 0.00 153.00 129.00 -0.40 0.24
73 1.00 109.00 25.00 -4.96 -6.07
73 2.00 159.00 77.00 -5.33 -6.87
73 3.00 510.00 nan 7.94 -5.05
74 0.00 141.00 185.00 -0.40 0.16
74 1.00 158.00 62.00 -7.22 -5.77
74 2.00 145.00 66.00 0.96 -9.30
74 3.00 131.00 61.00 8.06 -5.06
74 4.00 168.00 63.00 9.93 1.36
74 5.00 143.00 53.00 5.85 7.74
74 6.00 172.00 46.00 -0.87 9.60
74 7.00 182.00 60.00 -7.75 6.90
74 8.00 243.00 nan -10.33 -0.07
75 0.00 149.00 56.00 -0.38 0.08
75 1.00 176.00 41.00 -9.48 -0.96
75 2.00 121.00 55.00 -8.46 -4.84
75 3.00 176.00 207.00 -0.71 -8.44
75 4.00 152.00 66.00 7.58 -4.64
75 5.00 150.00 60.00 9.03 1.95
75 6.00 136.00 70.00 5.91 7.51
75 7.00 165.00 40.00 -1.63 10.14
75 8.00 168.00 55.00 -5.91 9.10
75 9.00 157.00 48.00 -9.47 4.72
75 10.00 206.00 nan -10.15 -0.64
76 0.00 142.00 65.00 -0.35 0.39
76 1.00 108.00 79.00 -9.90 2.26
